"Year","Month","Day","Line","NumberOfOutliers"
2013,10,27,663,4
2013,11,5,701,1
2013,11,30,778,2
2013,11,24,663,4
2013,10,22,405,1
2013,10,22,404,1
2013,11,5,709,1
2013,12,18,2018,1
2013,12,20,2310,4
2013,10,21,934,1
2013,11,5,201,1
2013,11,29,570,1
2013,10,20,2018,5
2013,10,16,338,4
2013,10,16,337,1
2013,10,16,334,1
2013,10,16,330,1
2013,10,16,331,2
2013,11,2,584,6
2013,11,2,583,1
2013,11,2,580,1
2013,11,7,570,3
2013,10,16,2331,1
2013,10,16,2333,1
2013,10,16,2334,2
2013,10,16,2337,1
2013,10,16,2338,1
2013,11,8,448,1
2013,10,11,2332,1
2013,11,26,178,1
2013,12,16,334,2
2013,12,16,335,5
2013,11,25,829,1
2013,12,16,337,2
2013,12,16,330,1
2013,12,16,332,3
2013,12,16,338,5
2013,11,11,2015,1
2013,11,11,119,2
2013,12,6,157,1
2013,12,6,154,1
2013,12,27,363,1
2013,11,11,110,2
2013,11,9,696,4
2013,12,27,366,2
2013,11,27,924,2
2013,11,27,435,1
2013,11,27,386,1
2013,12,10,132,1
2013,12,10,133,6
2013,12,10,136,1
2013,11,10,606,1
2013,12,9,382,4
2013,12,9,383,1
2013,11,7,398,1
2013,11,7,396,1
2013,11,7,397,3
2013,11,7,394,1
2013,9,28,161,1
2013,9,28,162,1
2013,9,28,696,3
2013,11,28,678,1
2013,11,27,650,1
2013,9,27,485,1
2013,9,27,484,2
2013,10,6,512,3
2013,10,6,513,1
2013,10,14,445,1
2013,12,25,868,2
2013,12,25,869,4
2013,12,16,846,1
2013,12,16,847,1
2013,12,16,843,1
2013,12,16,840,2
2013,12,16,841,4
2013,12,16,848,1
2013,12,16,849,1
2013,12,27,813,1
2013,11,28,901,3
2013,11,28,455,1
2013,12,7,910,8
2013,10,9,190,1
2013,12,14,2251,1
2013,12,18,580,1
2013,12,18,583,4
2013,12,18,584,4
2013,11,11,801,1
2013,11,11,803,1
2013,10,1,2307,4
2013,12,11,154,2
2013,10,20,884,2
2013,12,23,158,1
2013,11,11,736,1
2013,10,9,378,2
2013,10,27,901,3
2013,10,9,373,1
2013,10,1,2303,6
2013,10,9,371,1
2013,10,9,370,2
2013,12,7,676,1
2013,12,17,2331,3
2013,11,5,884,1
2013,12,17,2333,4
2013,12,18,634,1
2013,10,11,133,2
2013,10,11,132,1
2013,10,11,136,7
2013,11,1,162,1
2013,9,27,621,2
2013,9,27,623,1
2013,10,7,653,1
2013,12,31,363,2
2013,12,31,360,7
2013,12,31,361,3
2013,12,31,366,10
2013,12,31,498,1
2013,11,8,202,1
2013,11,8,209,1
2013,12,24,925,1
2013,12,5,795,3
2013,10,10,309,1
2013,11,25,220,1
2013,12,6,711,1
2013,10,11,397,15
2013,10,11,396,4
2013,10,11,395,3
2013,10,11,394,1
2013,10,11,393,25
2013,10,11,392,4
2013,10,11,390,5
2013,12,12,600,1
2013,12,4,2017,1
2013,12,12,607,1
2013,12,4,2018,1
2013,10,29,201,1
2013,10,29,202,1
2013,12,7,162,3
2013,10,28,183,1
2013,10,28,180,2
2013,11,9,329,2
2013,11,9,328,8
2013,10,28,184,1
2013,11,9,326,3
2013,11,9,321,6
2013,11,9,323,12
2013,11,9,322,9
2013,11,30,161,3
2013,11,30,162,1
2013,10,9,339,1
2013,12,30,626,1
2013,10,8,635,1
2013,10,8,634,1
2013,10,2,901,5
2013,12,12,2018,1
2013,10,3,373,1
2013,12,13,2329,6
2013,12,17,880,1
2013,12,6,382,4
2013,10,28,328,4
2013,10,28,329,1
2013,12,14,413,2
2013,12,17,889,1
2013,12,14,410,1
2013,10,28,322,3
2013,10,28,323,3
2013,12,14,415,1
2013,10,28,321,2
2013,10,29,2334,1
2013,10,29,2338,1
2013,11,2,935,2
2013,11,2,934,2
2013,11,5,399,1
2013,10,3,934,1
2013,12,12,869,2
2013,11,7,497,2
2013,12,12,866,1
2013,12,12,867,1
2013,11,5,397,2
2013,10,9,335,2
2013,12,17,261,2
2013,10,1,474,17
2013,11,5,570,7
2013,11,24,503,1
2013,11,23,783,1
2013,12,10,839,5
2013,10,15,229,1
2013,12,18,804,6
2013,12,10,830,3
2013,12,10,833,4
2013,12,18,802,1
2013,10,10,2145,1
2013,12,15,786,1
2013,11,11,636,2
2013,11,11,634,6
2013,9,28,570,3
2013,11,11,321,3
2013,11,11,323,10
2013,11,11,322,6
2013,11,4,422,1
2013,11,11,327,3
2013,11,11,326,4
2013,11,11,329,5
2013,11,11,328,13
2013,12,9,2336,15
2013,12,11,701,5
2013,12,24,426,1
2013,12,9,2333,4
2013,10,9,331,1
2013,11,23,254,1
2013,12,12,155,1
2013,10,21,132,1
2013,12,8,850,4
2013,11,8,584,4
2013,10,14,634,3
2013,11,8,852,2
2013,11,8,850,2
2013,11,8,851,3
2013,10,10,120,2
2013,11,1,832,1
2013,10,14,639,1
2013,11,1,781,1
2013,12,13,868,5
2013,10,30,462,1
2013,10,30,393,1
2013,10,30,395,1
2013,10,16,2101,1
2013,9,27,360,3
2013,9,27,361,2
2013,9,27,362,3
2013,9,27,363,1
2013,10,29,851,1
2013,10,21,689,1
2013,12,22,119,2
2013,11,1,2302,1
2013,12,4,841,1
2013,11,1,2305,1
2013,11,1,2307,1
2013,12,9,771,1
2013,12,22,110,1
2013,12,16,455,9
2013,12,16,457,12
2013,12,16,456,4
2013,11,6,779,1
2013,11,6,778,1
2013,10,1,629,1
2013,11,5,474,9
2013,10,1,621,1
2013,10,1,623,1
2013,10,6,161,2
2013,10,6,162,1
2013,11,30,901,4
2013,11,30,906,1
2013,12,23,369,1
2013,12,23,366,11
2013,12,23,361,1
2013,12,23,360,4
2013,10,17,803,1
2013,9,28,918,1
2013,9,28,914,1
2013,9,28,915,5
2013,9,28,910,6
2013,10,14,2295,2
2013,11,9,846,1
2013,10,2,689,3
2013,9,30,348,1
2013,9,30,349,1
2013,9,30,345,1
2013,9,30,342,1
2013,10,24,935,1
2013,10,14,852,2
2013,11,7,2338,1
2013,11,7,2336,1
2013,11,7,2332,6
2013,11,7,2331,3
2013,12,31,804,17
2013,12,5,765,1
2013,10,28,843,1
2013,11,8,696,1
2013,10,11,277,8
2013,12,7,793,1
2013,12,23,895,1
2013,12,23,898,12
2013,11,7,936,1
2013,11,7,934,2
2013,10,8,2015,1
2013,12,2,512,1
2013,12,2,511,1
2013,10,19,330,1
2013,12,11,945,2
2013,12,7,426,1
2013,10,17,773,1
2013,10,9,413,1
2013,10,9,410,1
2013,11,3,867,1
2013,12,24,162,2
2013,12,24,161,5
2013,12,11,498,5
2013,11,29,779,1
2013,12,11,497,3
2013,12,16,513,1
2013,12,20,2332,2
2013,12,20,2333,8
2013,10,29,690,3
2013,12,20,2336,12
2013,10,29,696,2
2013,12,20,2335,5
2013,12,18,324,1
2013,12,18,323,7
2013,12,18,322,5
2013,12,18,328,6
2013,11,7,821,1
2013,10,17,836,1
2013,12,9,804,8
2013,10,10,110,2
2013,10,20,181,2
2013,11,1,464,1
2013,12,27,895,1
2013,10,16,312,1
2013,10,16,313,2
2013,10,16,315,2
2013,12,1,229,1
2013,11,5,769,1
2013,12,27,161,1
2013,11,5,760,1
2013,11,5,763,1
2013,12,27,110,1
2013,10,19,922,4
2013,10,15,369,9
2013,12,3,924,2
2013,11,26,157,1
2013,11,1,317,1
2013,11,1,312,2
2013,11,1,313,3
2013,12,6,178,2
2013,11,26,663,1
2013,12,14,608,1
2013,12,6,173,2
2013,10,27,312,1
2013,9,30,2381,2
2013,11,11,136,3
2013,9,28,360,3
2013,9,28,366,2
2013,11,11,132,2
2013,12,27,382,5
2013,11,27,415,1
2013,10,6,750,4
2013,12,4,696,1
2013,11,26,330,1
2013,12,10,154,2
2013,10,6,759,1
2013,10,17,2381,1
2013,11,12,756,1
2013,12,17,696,3
2013,11,10,663,3
2013,12,17,692,3
2013,12,17,690,1
2013,12,17,691,3
2013,12,21,422,1
2013,12,20,934,1
2013,12,20,936,1
2013,10,23,898,1
2013,11,5,184,2
2013,11,5,181,1
2013,11,5,180,2
2013,12,25,840,3
2013,10,6,570,2
2013,12,25,846,2
2013,10,14,460,2
2013,12,25,849,4
2013,10,14,462,2
2013,10,14,465,1
2013,12,16,861,4
2013,12,16,862,1
2013,12,16,863,1
2013,12,16,864,6
2013,12,9,584,3
2013,12,16,866,3
2013,12,16,867,4
2013,12,16,868,3
2013,12,16,869,2
2013,12,17,524,1
2013,12,27,833,2
2013,10,19,940,1
2013,12,27,830,1
2013,12,27,839,6
2013,10,18,623,1
2013,11,28,924,4
2013,11,28,922,3
2013,10,18,625,1
2013,11,26,2015,1
2013,10,9,170,2
2013,10,9,173,1
2013,12,16,712,1
2013,12,16,711,7
2013,12,9,901,2
2013,12,9,908,1
2013,12,28,898,1
2013,10,28,474,1
2013,11,9,229,2
2013,12,28,895,1
2013,10,20,864,3
2013,10,20,867,2
2013,10,20,866,1
2013,11,27,678,1
2013,12,11,136,1
2013,11,9,432,1
2013,12,7,650,1
2013,12,23,133,5
2013,10,9,313,1
2013,10,9,312,2
2013,10,9,315,1
2013,10,9,318,1
2013,11,7,2295,2
2013,11,3,676,1
2013,10,3,837,1
2013,12,20,752,1
2013,12,6,881,1
2013,12,13,277,1
2013,12,13,901,4
2013,9,30,133,1
2013,11,3,497,1
2013,11,8,261,1
2013,10,10,323,12
2013,12,6,773,1
2013,10,10,321,1
2013,12,6,771,3
2013,10,10,327,2
2013,10,10,326,3
2013,10,14,2335,1
2013,10,10,324,4
2013,10,10,329,1
2013,10,14,2338,1
2013,12,3,846,1
2013,12,3,841,1
2013,10,8,382,1
2013,10,27,924,4
2013,10,27,922,1
2013,12,5,247,1
2013,10,16,127,2
2013,10,16,121,2
2013,12,6,415,1
2013,12,6,413,1
2013,12,14,382,9
2013,12,31,910,9
2013,9,30,405,1
2013,11,9,301,2
2013,9,30,401,1
2013,11,9,305,1
2013,12,30,607,1
2013,12,31,342,2
2013,11,10,398,3
2013,12,15,2018,1
2013,9,29,756,1
2013,11,10,393,1
2013,11,10,397,2
2013,9,29,750,1
2013,10,28,309,1
2013,12,13,2307,1
2013,12,15,947,1
2013,12,14,162,5
2013,12,14,161,4
2013,10,10,580,1
2013,10,28,301,1
2013,10,19,786,1
2013,10,10,859,1
2013,12,13,2308,2
2013,10,11,513,1
2013,10,11,512,1
2013,11,2,915,7
2013,11,7,129,2
2013,11,7,128,1
2013,11,10,2344,1
2013,11,10,2343,4
2013,11,7,121,2
2013,11,7,120,2
2013,11,7,123,1
2013,11,7,125,1
2013,11,7,127,3
2013,11,7,126,3
2013,10,22,857,1
2013,10,19,162,2
2013,12,2,850,1
2013,10,23,399,1
2013,11,5,378,1
2013,11,5,379,1
2013,10,17,123,1
2013,10,17,121,1
2013,10,17,127,1
2013,10,11,455,1
2013,10,11,324,13
2013,12,17,201,3
2013,10,11,457,8
2013,12,17,209,3
2013,11,23,910,3
2013,11,5,512,6
2013,11,5,513,1
2013,10,10,669,2
2013,11,29,120,1
2013,11,29,121,1
2013,11,29,126,1
2013,12,7,133,1
2013,11,2,2344,3
2013,11,29,128,1
2013,11,29,129,1
2013,11,2,2343,4
2013,11,2,2342,1
2013,12,10,813,2
2013,10,3,249,1
2013,11,11,651,1
2013,11,11,301,1
2013,11,23,922,1
2013,12,11,725,1
2013,12,28,154,1
2013,12,17,133,3
2013,10,21,111,1
2013,10,1,292,19
2013,10,14,616,1
2013,10,1,298,5
2013,11,8,871,1
2013,12,17,433,3
2013,11,1,765,1
2013,12,1,910,6
2013,12,1,413,1
2013,10,30,915,1
2013,10,30,910,3
2013,9,27,838,2
2013,9,27,835,1
2013,9,27,836,1
2013,9,27,837,1
2013,11,6,384,1
2013,10,5,525,1
2013,12,6,824,1
2013,12,16,473,3
2013,12,16,472,5
2013,12,16,476,2
2013,11,1,107,1
2013,12,16,474,5
2013,11,6,758,1
2013,11,6,382,1
2013,12,24,884,2
2013,10,14,2101,1
2013,10,2,2344,1
2013,10,2,2342,7
2013,10,1,606,1
2013,10,2,378,1
2013,11,8,2303,5
2013,9,30,180,1
2013,10,2,375,1
2013,12,29,570,1
2013,11,30,922,2
2013,10,1,608,1
2013,12,23,309,2
2013,12,23,308,1
2013,12,10,363,1
2013,12,10,367,1
2013,12,22,398,19
2013,12,23,301,1
2013,11,10,833,1
2013,12,20,584,3
2013,12,20,580,1
2013,12,20,583,5
2013,11,5,839,1
2013,12,17,247,9
2013,11,12,910,10
2013,11,12,915,3
2013,11,12,914,3
2013,12,29,413,1
2013,12,17,2345,3
2013,12,17,2344,2
2013,12,4,315,3
2013,12,17,2343,4
2013,12,17,2342,1
2013,10,7,627,1
2013,10,7,623,1
2013,10,31,350,1
2013,12,2,689,2
2013,10,11,210,3
2013,11,12,623,3
2013,11,12,622,1
2013,12,13,734,2
2013,12,13,737,1
2013,10,5,634,10
2013,10,5,635,1
2013,11,5,557,3
2013,12,18,779,1
2013,11,7,910,8
2013,11,7,913,1
2013,11,7,914,3
2013,11,7,915,6
2013,12,18,771,3
2013,10,16,804,1
2013,10,16,805,1
2013,10,16,802,2
2013,10,18,389,3
2013,10,18,388,2
2013,10,18,838,6
2013,12,12,415,1
2013,10,22,190,4
2013,12,11,922,2
2013,12,11,923,3
2013,12,11,920,1
2013,10,18,385,2
2013,10,18,384,3
2013,10,18,835,1
2013,10,18,386,1
2013,10,9,434,1
2013,10,26,569,1
2013,12,19,934,2
2013,11,10,126,2
2013,12,17,399,2
2013,11,3,804,1
2013,12,17,398,7
2013,12,16,771,4
2013,12,3,2145,1
2013,12,17,394,3
2013,12,17,393,11
2013,12,30,161,3
2013,10,20,217,2
2013,12,30,162,3
2013,12,18,309,1
2013,12,18,308,2
2013,12,17,390,1
2013,12,18,301,2
2013,12,18,300,1
2013,11,25,413,1
2013,10,10,465,1
2013,10,10,460,1
2013,10,19,318,1
2013,12,15,580,2
2013,10,19,315,1
2013,10,19,313,2
2013,10,19,312,1
2013,11,23,483,1
2013,12,8,608,1
2013,12,1,778,1
2013,12,23,804,8
2013,10,16,373,1
2013,10,16,370,1
2013,10,16,376,1
2013,10,16,375,2
2013,10,16,378,4
2013,10,16,379,1
2013,11,5,747,2
2013,12,27,634,5
2013,10,1,438,5
2013,11,5,748,1
2013,10,1,190,1
2013,11,26,133,1
2013,9,28,852,1
2013,11,26,136,1
2013,10,15,580,1
2013,10,15,584,1
2013,12,14,629,1
2013,10,31,512,3
2013,12,29,382,1
2013,9,28,2338,2
2013,12,10,170,3
2013,12,10,173,1
2013,10,15,727,1
2013,10,3,474,1
2013,12,10,178,1
2013,9,28,2334,1
2013,10,31,639,1
2013,12,21,409,1
2013,12,21,158,2
2013,12,20,915,2
2013,12,20,914,1
2013,12,22,898,13
2013,10,31,634,3
2013,12,20,910,5
2013,10,23,569,1
2013,10,24,838,1
2013,11,9,569,1
2013,10,24,836,1
2013,10,16,2801,2
2013,11,28,634,3
2013,11,28,639,1
2013,12,25,689,1
2013,12,1,608,1
2013,10,14,404,1
2013,10,14,405,1
2013,12,16,802,2
2013,12,1,607,1
2013,12,16,801,4
2013,12,16,806,2
2013,12,1,603,1
2013,10,14,915,6
2013,10,31,184,1
2013,11,6,569,1
2013,11,28,498,1
2013,11,4,580,1
2013,11,4,583,2
2013,11,28,945,1
2013,10,9,157,1
2013,11,1,2114,1
2013,10,9,155,1
2013,12,11,761,2
2013,10,17,483,2
2013,12,16,734,6
2013,10,17,484,1
2013,11,11,849,1
2013,10,3,2336,1
2013,12,24,405,1
2013,11,11,846,2
2013,11,11,847,1
2013,11,11,512,2
2013,11,11,841,1
2013,10,20,847,1
2013,12,22,2335,2
2013,12,22,2336,6
2013,12,11,110,3
2013,11,6,696,2
2013,11,27,696,3
2013,12,25,822,1
2013,12,25,821,2
2013,12,25,824,1
2013,12,25,825,3
2013,11,3,127,1
2013,11,3,126,1
2013,11,3,651,1
2013,12,20,771,2
2013,12,1,950,1
2013,9,29,910,2
2013,9,29,915,2
2013,12,23,2329,1
2013,12,24,771,1
2013,12,14,757,1
2013,11,11,298,1
2013,9,27,663,1
2013,12,13,923,1
2013,12,13,924,3
2013,12,13,925,1
2013,9,27,669,2
2013,10,14,2310,3
2013,9,28,893,1
2013,12,13,349,1
2013,9,28,898,1
2013,9,28,119,1
2013,10,8,410,1
2013,12,23,119,2
2013,10,8,415,1
2013,10,9,338,1
2013,12,19,580,3
2013,10,9,847,1
2013,12,19,583,3
2013,12,23,110,1
2013,12,23,111,1
2013,10,9,843,1
2013,12,19,239,1
2013,11,8,353,1
2013,12,14,366,10
2013,12,14,360,4
2013,12,14,363,1
2013,11,9,363,1
2013,11,9,362,2
2013,12,29,603,1
2013,11,9,366,1
2013,12,11,2310,11
2013,12,25,315,4
2013,11,7,2017,2
2013,11,2,462,2
2013,10,10,871,1
2013,10,5,462,1
2013,10,5,460,1
2013,10,29,247,1
2013,11,7,107,1
2013,12,21,895,1
2013,11,2,202,1
2013,12,21,893,3
2013,11,5,354,4
2013,12,21,898,11
2013,11,9,790,1
2013,12,2,833,1
2013,11,9,793,1
2013,11,24,721,1
2013,10,22,873,1
2013,10,17,107,2
2013,10,18,2295,3
2013,12,27,461,1
2013,11,29,455,2
2013,12,17,804,5
2013,11,24,373,2
2013,12,7,119,1
2013,10,15,915,2
2013,10,15,914,1
2013,10,3,261,1
2013,10,7,2018,1
2013,10,7,2015,1
2013,12,1,382,1
2013,10,23,910,4
2013,10,23,915,1
2013,12,13,173,2
2013,12,9,2802,1
2013,12,8,813,1
2013,11,8,816,1
2013,10,24,712,1
2013,10,1,358,1
2013,12,17,229,3
2013,12,1,162,1
2013,11,1,749,1
2013,12,17,220,1
2013,12,17,226,3
2013,12,4,821,1
2013,10,10,838,3
2013,12,22,178,3
2013,10,30,934,1
2013,10,16,2145,3
2013,9,27,859,1
2013,9,27,852,1
2013,9,27,850,1
2013,9,27,851,3
2013,9,27,856,1
2013,11,1,2344,1
2013,12,3,580,2
2013,11,10,584,5
2013,12,16,433,4
2013,11,10,580,1
2013,11,1,121,2
2013,11,10,583,2
2013,11,11,2310,3
2013,12,7,805,1
2013,12,7,804,7
2013,9,30,161,1
2013,10,2,313,1
2013,10,2,314,1
2013,11,26,474,1
2013,12,23,323,5
2013,12,23,322,5
2013,10,11,2145,6
2013,12,23,327,1
2013,12,23,326,1
2013,12,23,324,1
2013,12,23,328,6
2013,12,17,836,1
2013,11,12,397,6
2013,11,12,396,1
2013,11,12,395,4
2013,11,12,394,2
2013,11,12,393,3
2013,12,25,128,1
2013,12,25,126,1
2013,12,25,124,1
2013,12,25,121,1
2013,10,14,895,1
2013,12,4,335,2
2013,9,30,300,1
2013,10,27,689,4
2013,10,14,893,1
2013,9,30,308,2
2013,9,30,309,2
2013,12,5,898,1
2013,12,5,893,1
2013,10,26,162,1
2013,11,4,394,1
2013,11,4,396,1
2013,12,12,782,1
2013,12,17,309,3
2013,11,6,934,1
2013,12,23,584,3
2013,12,23,583,2
2013,12,23,850,5
2013,12,23,580,2
2013,10,23,2344,2
2013,10,23,2342,1
2013,10,23,2343,5
2013,9,27,2017,1
2013,12,3,2305,1
2013,12,3,2303,3
2013,12,3,2302,1
2013,12,11,309,2
2013,12,11,306,1
2013,12,11,305,1
2013,10,5,2338,2
2013,12,11,300,6
2013,10,22,123,1
2013,12,11,905,1
2013,12,11,906,1
2013,12,11,901,6
2013,12,19,911,1
2013,12,19,910,7
2013,12,11,908,1
2013,12,19,915,6
2013,12,19,914,1
2013,10,9,455,1
2013,9,27,2333,1
2013,9,27,2331,1
2013,11,3,353,1
2013,11,8,383,1
2013,11,8,386,1
2013,11,8,385,2
2013,12,29,794,1
2013,11,8,388,2
2013,12,14,824,1
2013,12,14,825,5
2013,12,14,822,5
2013,10,18,884,1
2013,12,14,821,4
2013,12,24,128,1
2013,10,11,945,2
2013,10,11,232,4
2013,12,30,415,1
2013,10,7,202,1
2013,12,18,369,2
2013,12,9,300,1
2013,10,29,385,1
2013,12,18,361,2
2013,11,4,838,1
2013,12,18,363,1
2013,12,18,367,2
2013,12,18,366,9
2013,10,15,292,1
2013,11,25,433,2
2013,11,4,834,1
2013,12,8,663,5
2013,10,2,884,3
2013,10,16,355,1
2013,10,16,350,1
2013,10,16,351,1
2013,10,16,352,2
2013,10,16,353,1
2013,10,28,779,1
2013,12,29,839,1
2013,11,30,711,2
2013,12,29,833,2
2013,12,8,485,1
2013,11,26,110,2
2013,12,8,483,1
2013,11,26,119,2
2013,11,1,353,1
2013,12,21,398,12
2013,11,2,696,6
2013,12,15,2203,1
2013,12,21,396,1
2013,9,28,327,1
2013,10,31,570,1
2013,9,28,325,1
2013,9,28,323,6
2013,9,28,322,4
2013,9,28,321,4
2013,12,12,924,4
2013,9,28,328,9
2013,12,7,663,3
2013,10,3,455,1
2013,12,4,650,1
2013,10,24,363,1
2013,12,23,161,4
2013,10,24,368,1
2013,12,21,178,1
2013,10,18,2338,1
2013,12,21,170,1
2013,10,18,2336,1
2013,10,9,341,2
2013,11,7,663,1
2013,10,18,2331,1
2013,11,9,584,1
2013,9,28,180,1
2013,11,9,583,2
2013,9,28,184,1
2013,11,4,624,1
2013,11,4,621,1
2013,12,17,920,2
2013,11,4,623,1
2013,12,25,308,1
2013,12,16,824,1
2013,12,16,825,3
2013,12,16,826,1
2013,10,26,669,1
2013,12,17,569,1
2013,12,16,822,1
2013,10,26,840,1
2013,12,16,828,1
2013,10,17,934,2
2013,10,26,663,1
2013,10,17,936,1
2013,10,19,901,9
2013,12,15,608,1
2013,12,11,689,1
2013,12,11,688,1
2013,12,9,325,1
2013,12,11,687,2
2013,12,11,685,1
2013,11,4,569,2
2013,11,27,326,4
2013,11,27,327,1
2013,11,27,324,1
2013,11,27,322,3
2013,11,27,323,9
2013,9,28,634,8
2013,11,27,328,4
2013,12,16,753,9
2013,12,18,569,3
2013,12,16,758,1
2013,12,2,786,1
2013,12,10,512,4
2013,12,10,513,5
2013,10,20,790,1
2013,12,25,804,5
2013,11,11,201,1
2013,12,4,439,1
2013,12,25,803,1
2013,10,14,426,1
2013,12,20,790,1
2013,12,23,2305,1
2013,12,18,696,1
2013,9,29,934,1
2013,12,17,2307,1
2013,10,4,924,1
2013,12,24,711,1
2013,11,28,217,1
2013,10,27,623,1
2013,11,23,124,1
2013,11,23,127,1
2013,12,13,945,1
2013,10,9,133,1
2013,10,9,136,2
2013,10,1,415,3
2013,10,1,413,2
2013,10,1,410,1
2013,12,3,803,1
2013,10,14,935,1
2013,10,27,747,2
2013,12,31,126,1
2013,12,14,678,1
2013,10,27,210,1
2013,12,19,217,2
2013,10,7,781,1
2013,10,7,783,2
2013,10,9,866,1
2013,10,9,864,4
2013,10,16,162,1
2013,10,1,176,1
2013,10,22,2332,1
2013,10,28,161,1
2013,10,22,2331,2
2013,10,1,173,2
2013,10,22,2334,2
2013,12,13,369,1
2013,12,13,366,10
2013,12,13,367,1
2013,10,22,2338,3
2013,12,13,362,2
2013,11,9,342,1
2013,12,13,360,9
2013,12,13,361,4
2013,12,11,2336,35
2013,12,11,2337,3
2013,12,11,2335,7
2013,12,11,2332,9
2013,12,14,222,1
2013,12,11,2331,5
2013,12,25,378,1
2013,12,30,316,1
2013,12,11,2338,1
2013,12,30,315,2
2013,12,31,382,9
2013,11,7,898,1
2013,10,7,569,1
2013,12,6,2343,1
2013,12,6,2344,1
2013,12,6,2345,1
2013,11,8,926,1
2013,12,14,127,1
2013,12,17,324,4
2013,12,26,580,2
2013,12,26,584,1
2013,10,19,298,2
2013,12,19,2308,1
2013,10,5,404,1
2013,10,17,696,2
2013,10,17,692,1
2013,10,19,128,1
2013,11,7,474,1
2013,11,5,332,4
2013,10,19,125,1
2013,10,19,127,1
2013,10,19,121,1
2013,10,19,123,1
2013,12,31,127,1
2013,11,4,819,1
2013,12,13,457,1
2013,12,18,2338,1
2013,11,24,569,1
2013,12,18,2333,1
2013,12,18,2335,6
2013,12,18,2334,3
2013,12,18,2337,2
2013,12,18,2336,10
2013,12,7,178,2
2013,11,29,472,1
2013,10,3,201,1
2013,10,15,936,2
2013,10,15,934,1
2013,10,27,781,1
2013,11,10,2308,1
2013,12,1,362,1
2013,12,1,363,1
2013,11,10,2305,1
2013,10,30,623,4
2013,12,17,2918,1
2013,12,8,839,4
2013,12,8,833,2
2013,12,8,342,2
2013,11,8,830,1
2013,10,24,778,1
2013,10,26,910,3
2013,11,8,834,1
2013,11,8,835,1
2013,11,8,836,1
2013,11,8,837,1
2013,11,8,838,3
2013,12,17,790,2
2013,12,17,795,1
2013,11,7,782,1
2013,11,7,786,2
2013,11,28,512,2
2013,11,28,513,1
2013,10,30,485,1
2013,9,27,871,1
2013,10,29,830,1
2013,10,1,782,1
2013,10,1,783,2
2013,10,29,834,1
2013,10,29,838,1
2013,11,7,323,9
2013,10,18,2307,4
2013,11,11,2332,2
2013,12,20,893,2
2013,12,20,895,1
2013,10,23,934,1
2013,9,28,511,1
2013,12,20,898,10
2013,11,7,634,8
2013,10,2,2307,1
2013,11,27,155,3
2013,11,27,154,1
2013,11,27,157,1
2013,12,7,825,5
2013,12,29,360,1
2013,11,26,497,1
2013,12,10,413,1
2013,10,27,512,3
2013,10,2,339,1
2013,11,5,464,11
2013,11,5,465,2
2013,12,5,910,1
2013,11,5,460,3
2013,9,30,328,10
2013,9,30,329,3
2013,12,13,557,1
2013,12,13,884,10
2013,9,30,321,5
2013,9,30,322,7
2013,9,30,323,7
2013,9,30,852,2
2013,9,30,325,1
2013,9,30,326,5
2013,9,30,851,2
2013,12,17,2381,5
2013,12,9,634,4
2013,12,4,350,1
2013,11,1,607,3
2013,12,19,689,2
2013,10,31,397,1
2013,10,18,162,2
2013,10,18,415,1
2013,10,27,2344,1
2013,10,18,413,1
2013,12,13,771,5
2013,12,13,777,1
2013,12,7,771,5
2013,11,6,2145,1
2013,12,20,634,2
2013,12,11,328,10
2013,12,11,329,4
2013,11,12,409,1
2013,12,11,321,1
2013,12,11,322,3
2013,11,12,404,1
2013,12,11,324,2
2013,12,11,326,3
2013,12,11,327,1
2013,11,6,690,1
2013,12,7,483,1
2013,12,7,485,1
2013,11,3,374,1
2013,9,27,2310,1
2013,11,3,378,2
2013,12,26,2336,1
2013,11,25,181,1
2013,11,6,867,3
2013,12,6,651,1
2013,12,6,650,1
2013,12,14,804,14
2013,12,14,805,1
2013,10,11,783,1
2013,10,17,327,3
2013,12,30,121,1
2013,12,30,125,1
2013,12,30,126,1
2013,12,30,129,1
2013,10,7,220,1
2013,10,29,635,2
2013,10,29,634,5
2013,10,29,636,4
2013,10,22,669,1
2013,10,26,328,3
2013,12,8,136,2
2013,12,8,133,2
2013,10,16,404,1
2013,10,16,405,2
2013,12,15,841,2
2013,12,15,840,2
2013,12,15,842,1
2013,12,15,849,1
2013,12,30,652,1
2013,12,29,813,1
2013,11,30,261,1
2013,12,30,435,1
2013,12,30,433,1
2013,12,13,439,1
2013,12,10,650,1
2013,12,17,821,5
2013,12,10,652,1
2013,12,14,669,1
2013,12,21,378,1
2013,12,14,663,1
2013,12,12,905,1
2013,12,12,901,4
2013,11,26,709,1
2013,12,31,569,2
2013,12,11,650,1
2013,10,15,761,1
2013,10,24,696,1
2013,11,6,180,1
2013,12,11,651,2
2013,10,22,401,1
2013,11,7,315,2
2013,11,7,312,1
2013,11,7,313,2
2013,11,7,311,1
2013,11,5,475,1
2013,10,18,2310,6
2013,12,21,119,1
2013,11,7,318,1
2013,10,18,176,1
2013,11,24,910,7
2013,10,18,172,1
2013,10,18,173,2
2013,11,24,914,1
2013,11,24,915,3
2013,12,2,378,2
2013,11,4,600,1
2013,10,17,318,1
2013,10,17,317,1
2013,10,17,313,2
2013,12,31,616,1
2013,12,16,512,3
2013,10,17,910,17
