"Year","Month","Day","Hour","Line","BusId","NumberOfOutliers"
2013,11,4,13,692,C47838,1
2013,10,14,22,322,B10077,1
2013,11,6,20,254,B42543,1
2013,12,11,21,821,D87359,1
2013,10,1,12,750,D87180,1
2013,12,20,18,2345,C12510,1
2013,12,1,14,181,A41305,1
2013,12,16,14,867,D86355,1
2013,12,9,22,2335,D87739,1
2013,12,9,2,822,D87340,1
2013,10,11,19,298,B75583,1
2013,11,23,16,328,B10002,1
2013,12,27,23,898,D87226,1
2013,11,30,9,127,A41436,1
2013,12,17,15,483,B31034,1
2013,11,30,9,127,A41435,1
2013,11,5,19,426,A48179,1
2013,11,11,15,760,C39512,1
2013,12,13,21,850,D87254,3
2013,12,13,21,850,D87257,2
2013,10,15,11,393,D53536,1
2013,11,6,19,413,A48050,2
2013,12,23,8,839,D87330,1
2013,10,11,17,393,D53515,1
2013,12,11,16,379,D58673,1
2013,10,9,15,157,A27532,1
2013,12,17,8,636,C47624,1
2013,11,5,11,465,C30003,1
2013,12,17,8,410,A72128,1
2013,12,7,1,898,D87227,1
2013,10,7,19,328,B10130,1
2013,12,11,4,184,A37551,1
2013,9,30,23,292,B55084,1
2013,12,17,12,238,B71063,2
2013,10,18,20,2303,D90511,1
2013,10,28,7,634,B10166,2
2013,12,22,1,2335,D87837,1
2013,12,31,17,804,D87401,1
2013,12,17,8,420,A27539,1
2013,12,17,11,669,B11728,2
2013,12,23,21,366,D87352,1
2013,10,2,18,2332,D86712,1
2013,12,27,10,898,D87139,1
2013,10,23,22,325,B28585,2
2013,12,26,2,360,C87394,1
2013,12,16,19,369,D53556,1
2013,9,29,0,634,B10086,1
2013,10,1,14,335,B63101,1
2013,10,1,14,335,B63100,1
2013,12,1,17,778,B11579,1
2013,10,11,4,180,A37682,2
2013,12,11,4,513,A37743,1
2013,10,14,20,322,B10086,1
2013,11,4,19,901,B10191,1
2013,11,4,22,323,B10010,2
2013,12,31,23,830,D87318,1
2013,11,7,2,924,B10196,1
2013,12,11,9,358,D81099,1
2013,12,15,21,924,B10162,1
2013,11,7,2,924,B10192,2
2013,10,15,22,328,B10117,2
2013,12,9,20,910,B10183,1
2013,10,6,11,322,B10086,2
2013,11,6,20,2801,D86745,1
2013,12,29,23,868,D87380,1
2013,10,6,19,328,B10088,1
2013,12,11,9,773,B11722,1
2013,12,13,17,133,A37593,1
2013,12,19,12,804,D87473,1
2013,12,12,23,2333,C87841,1
2013,11,2,3,622,B58133,2
2013,12,13,17,318,C41362,1
2013,10,11,18,349,B75632,1
2013,12,13,14,2336,D87874,1
2013,12,13,14,2336,D87871,1
2013,12,29,19,821,D87435,1
2013,11,5,17,2342,B10412,1
2013,12,11,9,362,B11617,1
2013,12,17,10,700,C20012,1
2013,12,20,22,2335,D87796,1
2013,12,24,22,804,D87264,1
2013,12,17,11,711,B82603,2
2013,10,11,21,2343,B28727,1
2013,11,11,8,178,A41334,2
2013,9,29,4,934,B10018,3
2013,12,31,17,2343,B28702,1
2013,12,31,17,2343,B28707,1
2013,12,31,17,2343,B28706,1
2013,11,26,9,229,A50005,1
2013,11,8,20,395,D58579,1
2013,11,8,15,884,D86376,1
2013,11,8,3,328,B10103,1
2013,11,7,22,324,B28509,1
2013,12,17,11,868,D87404,2
2013,12,11,14,367,D58776,1
2013,12,17,8,2332,D86764,1
2013,12,8,8,634,B10126,1
2013,11,2,19,915,B10190,1
2013,10,29,22,512,A37582,2
2013,12,8,12,161,A37697,1
2013,11,1,21,910,B10148,1
2013,10,1,4,915,B10044,1
2013,12,8,21,2343,B28730,1
2013,12,24,18,634,B10126,2
2013,12,4,23,133,A37716,1
2013,11,7,22,254,B42543,2
2013,11,2,5,934,B10018,2
2013,10,3,2,634,B10126,2
2013,12,25,17,849,D87263,1
2013,12,17,16,345,C50039,1
2013,12,11,23,634,B10159,1
2013,10,19,10,901,B10126,2
2013,12,11,10,326,B28523,1
2013,10,30,21,183,A37567,1
2013,12,8,5,398,D87095,2
2013,10,11,18,277,B42559,1
2013,12,25,22,803,D59229,1
2013,10,4,16,2017,A41839,1
2013,12,7,21,2335,D87794,1
2013,12,13,13,2332,D86713,1
2013,12,21,9,396,D53506,2
2013,10,19,16,910,B10078,1
2013,12,17,11,473,A29026,2
2013,10,19,16,910,B10074,1
2013,12,25,15,846,D81015,1
2013,10,19,16,910,B10073,1
2013,10,11,22,300,D31337,1
2013,10,1,18,750,D87063,1
2013,12,25,21,363,C82561,1
2013,12,13,15,328,B10002,1
2013,12,1,8,315,C41391,1
2013,10,1,20,901,B10125,1
2013,10,1,8,313,B58110,2
2013,10,8,22,322,B10090,2
2013,10,11,19,315,C41390,1
2013,10,14,21,901,B10125,2
2013,11,7,23,635,B10160,1
2013,12,11,9,936,D58672,1
2013,10,14,21,901,B10120,2
2013,12,15,17,360,C87394,2
2013,12,11,8,2381,D86789,1
2013,12,13,20,839,D87369,1
2013,12,11,20,366,D87454,1
2013,12,22,22,512,A37672,1
2013,11,24,21,323,B10090,1
2013,12,23,14,2336,D87746,1
2013,11,4,21,401,A48111,1
2013,10,31,11,405,B31003,2
2013,10,1,19,2114,C47946,1
2013,12,13,23,893,D87406,1
2013,12,17,15,432,A27598,1
2013,10,19,10,512,A37553,1
2013,10,1,10,378,B11624,1
2013,12,1,20,915,B10186,1
2013,10,1,19,378,B11604,1
2013,10,16,14,634,B10083,1
2013,10,4,15,924,B10192,2
2013,12,13,19,822,D87208,1
2013,11,12,19,901,B10190,1
2013,11,12,19,901,B10191,1
2013,10,27,21,634,B10004,1
2013,12,23,1,898,D87538,1
2013,12,17,21,2336,D87764,1
2013,12,23,1,898,D87534,1
2013,10,6,10,924,B10192,1
2013,11,5,21,435,A55069,1
2013,12,23,1,898,D87533,1
2013,12,3,11,2018,C41887,1
2013,12,31,18,323,B10094,1
2013,12,17,11,369,D53556,2
2013,12,17,11,369,D53551,2
2013,10,19,18,915,B10086,2
2013,12,4,3,513,A37750,1
2013,9,27,11,222,A27591,2
2013,12,18,22,895,D87498,2
2013,11,3,17,623,B58158,1
2013,12,1,19,229,A50141,1
2013,11,7,13,2342,B10411,2
2013,10,10,19,472,A29089,1
2013,12,17,11,920,B63045,2
2013,12,17,12,398,D87097,2
2013,10,30,19,358,D81087,1
2013,10,29,19,313,B58145,2
2013,10,15,21,629,B73014,1
2013,12,17,8,247,B71015,1
2013,10,1,15,308,C21056,1
2013,12,20,23,850,D87495,1
2013,12,3,21,323,B10118,1
2013,10,2,13,700,C20131,2
2013,10,16,23,184,A37528,3
2013,12,26,6,650,B42620,1
2013,12,14,22,360,C87003,1
2013,12,17,16,173,A41306,1
2013,11,10,23,915,B10036,1
2013,11,24,9,322,B10086,1
2013,11,8,20,326,B28581,1
2013,12,17,19,821,D87360,1
2013,10,17,18,2343,B28731,1
2013,10,3,4,184,A37634,1
2013,11,26,16,924,B10192,1
2013,12,8,22,893,D87489,1
2013,10,17,17,837,D86109,1
2013,12,19,22,821,D87354,1
2013,10,11,18,326,B28581,1
2013,10,29,14,915,B10070,1
2013,10,11,2,634,B10112,1
2013,12,15,23,398,D87524,1
2013,12,16,17,455,B71090,1
2013,12,15,23,398,D87522,1
2013,10,9,20,327,B10048,1
2013,10,27,6,312,B58142,1
2013,12,17,12,773,B11652,2
2013,10,21,11,689,D81058,2
2013,12,9,21,804,D87501,1
2013,10,1,11,342,B32573,1
2013,12,13,15,382,C87410,1
2013,10,5,6,914,B10145,1
2013,11,25,23,924,B10192,1
2013,10,19,23,132,A41361,1
2013,12,17,12,415,A48121,2
2013,12,12,14,2336,D87869,1
2013,12,13,21,804,D87503,1
2013,10,14,17,323,B10111,1
2013,12,23,5,570,A37668,1
2013,11,11,19,2343,B28714,1
2013,11,9,15,328,B10093,1
2013,12,7,10,901,B10190,1
2013,10,1,15,802,D86146,2
2013,12,16,18,393,D53568,1
2013,11,10,13,323,B10039,1
2013,12,10,1,839,D87167,1
2013,12,16,22,685,B73027,1
2013,12,16,22,685,B73024,1
2013,12,17,8,119,A37616,1
2013,12,17,10,298,B75583,1
2013,12,30,22,2335,D87837,2
2013,10,15,20,910,B10156,2
2013,12,16,22,371,C51535,1
2013,11,4,22,401,A48111,1
2013,12,8,21,366,D87032,1
2013,12,31,23,180,A37561,1
2013,12,11,8,394,D58668,1
2013,12,8,10,822,D87125,1
2013,12,11,7,915,B10186,1
2013,10,5,23,322,B10086,2
2013,10,26,23,840,D87159,1
2013,12,18,20,825,D87270,1
2013,12,17,12,335,B63083,2
2013,10,11,19,606,B25525,1
2013,12,17,11,398,D87190,2
2013,12,19,7,869,D87248,1
2013,10,11,19,606,B25521,1
2013,12,16,23,338,C13023,1
2013,10,2,4,922,B10175,2
2013,10,7,12,323,B10160,1
2013,9,27,22,322,B10137,1
2013,12,22,20,634,B10120,1
2013,10,1,1,634,B10090,2
2013,12,1,18,261,B32566,1
2013,12,19,23,361,C87019,1
2013,10,15,23,184,A37528,3
2013,11,24,13,910,B10142,1
2013,12,19,3,322,B10058,1
2013,10,16,19,2145,B41885,1
2013,12,12,5,580,A37595,1
2013,12,16,18,201,A48127,1
2013,12,13,13,2331,D90579,1
2013,12,17,11,2112,C47914,2
2013,12,31,23,822,D87368,1
2013,12,13,14,843,D86362,1
2013,10,15,22,323,B10080,2
2013,12,16,8,127,A41445,1
2013,12,22,19,366,D87085,1
2013,11,7,3,583,A37600,1
2013,12,7,22,771,D87170,1
2013,12,18,1,2329,C87848,1
2013,12,11,15,111,A41175,1
2013,10,17,20,375,B60024,1
2013,12,31,23,849,D87444,1
2013,12,20,3,328,B10090,1
2013,12,12,23,2335,D87795,1
2013,11,12,14,901,B10190,1
2013,12,15,5,125,A71580,1
2013,11,9,18,229,A50143,1
2013,12,17,15,173,A41328,1
2013,11,29,6,924,B10012,1
2013,11,23,17,483,B31034,2
2013,12,12,11,321,B28502,1
2013,12,10,5,162,A37535,1
2013,11,10,22,934,B10018,2
2013,11,1,22,201,A48079,1
2013,12,24,23,910,B10014,1
2013,12,16,19,2310,D53912,1
2013,12,31,23,849,D87194,1
2013,11,30,20,126,A41022,1
2013,10,2,7,924,B10139,1
2013,12,16,16,461,A29190,1
2013,12,23,22,382,C87025,1
2013,12,23,22,382,C87027,1
2013,12,22,23,922,B10175,1
2013,12,17,16,393,D53515,1
2013,10,16,7,940,C27058,1
2013,12,13,23,924,B10192,2
2013,10,1,19,2302,B31536,1
2013,12,17,10,583,A37690,1
2013,11,4,7,318,C41330,1
2013,12,28,6,934,B10018,1
2013,12,11,10,924,B10166,1
2013,12,13,19,119,A37505,1
2013,12,14,20,398,D87097,1
2013,12,16,20,2802,D87716,1
2013,11,9,11,229,A50005,1
2013,12,21,23,821,D87360,1
2013,12,17,10,2112,C47958,1
2013,10,1,18,328,B10086,1
2013,12,2,17,778,B11569,1
2013,12,6,23,804,D87050,1
2013,11,2,17,161,A37507,1
2013,12,16,18,484,B31089,1
2013,10,29,16,634,B10095,2
2013,12,18,3,512,A37562,1
2013,10,10,18,915,B10041,1
2013,11,6,14,867,D86168,1
2013,11,2,19,901,B10191,1
2013,10,10,22,922,B10113,1
2013,12,17,12,2334,D86748,2
2013,12,30,20,821,D87360,1
2013,12,24,18,366,D87181,1
2013,12,9,23,328,B10119,1
2013,10,11,19,388,D90114,2
2013,10,11,21,771,D87785,1
2013,11,10,10,663,B28610,1
2013,12,16,6,111,A41175,1
2013,12,14,2,154,A37551,1
2013,10,5,13,851,D86397,2
2013,12,27,11,125,A71595,1
2013,12,11,20,822,D87149,1
2013,12,24,17,120,A71551,1
2013,10,19,10,914,B10066,2
2013,10,2,9,910,B10124,1
2013,12,17,15,861,C47772,1
2013,10,2,12,910,B10043,2
2013,12,21,13,158,A21160,1
2013,12,11,19,898,D87227,1
2013,12,17,23,382,C87092,1
2013,10,11,19,2381,D86736,1
2013,10,11,19,247,B71056,2
2013,12,17,8,651,C82511,1
2013,12,14,14,326,B28515,1
2013,12,11,9,2309,D90530,1
2013,12,18,3,181,A41321,1
2013,12,6,15,913,B10188,1
2013,12,13,18,415,A48019,1
2013,12,20,17,936,D58539,1
2013,12,1,22,324,B28560,1
2013,12,16,18,457,B42510,1
2013,10,29,21,910,B10183,1
2013,12,31,20,804,D87262,1
2013,12,8,16,366,D87524,1
2013,11,9,19,323,B10091,1
2013,10,18,19,329,B28569,1
2013,12,31,22,822,D87341,1
2013,10,11,20,378,B11532,1
2013,10,1,7,923,D53627,2
2013,12,17,12,474,A29013,2
2013,10,5,5,318,C41049,2
2013,10,9,5,328,B10130,1
2013,12,12,23,366,D87089,1
2013,10,20,18,485,B31046,1
2013,11,30,18,136,A37683,1
2013,11,11,19,841,D87378,1
2013,12,1,11,778,B11579,1
2013,12,25,17,183,A37576,1
2013,12,17,15,601,C20038,1
2013,12,2,23,924,B10139,1
2013,11,9,2,934,B10018,2
2013,12,25,19,825,D87271,1
2013,12,16,16,249,B25532,1
2013,11,4,18,2344,B28724,1
2013,12,31,19,363,C82571,1
2013,11,4,3,322,B10162,1
2013,11,8,19,323,B10082,1
2013,10,19,12,915,B10036,1
2013,11,8,16,2303,D90528,2
2013,10,26,23,277,B42572,1
2013,10,19,11,910,B10073,1
2013,10,11,21,638,B44619,2
2013,12,27,23,154,A37548,1
2013,11,5,14,128,A41039,1
2013,10,20,19,2145,B41886,1
2013,11,9,20,901,B10162,1
2013,12,20,18,315,C21027,1
2013,12,11,22,382,C87455,1
2013,12,13,12,328,B10002,1
2013,10,1,19,217,A71549,1
2013,12,11,11,352,C47592,1
2013,12,17,8,2014,A41846,1
2013,12,11,15,2332,D86708,2
2013,12,16,20,127,A41439,1
2013,12,11,15,2332,D86706,1
2013,12,18,20,804,D87450,1
2013,12,11,8,353,C47705,1
2013,12,30,17,750,D90054,1
2013,10,27,8,173,A41171,1
2013,12,11,13,393,D53574,1
2013,12,2,21,328,B10130,1
2013,10,10,1,322,B10086,2
2013,11,7,21,653,B82550,1
2013,12,19,23,804,D87464,1
2013,10,3,6,350,B73084,1
2013,10,11,2,162,A37623,1
2013,11,4,18,328,B10161,1
2013,12,2,23,323,B10092,1
2013,12,17,16,313,B58020,1
2013,11,7,23,696,B28546,1
2013,10,10,7,120,A41367,1
2013,12,21,4,569,A37674,1
2013,11,2,16,915,B10196,1
2013,10,9,18,484,B31090,1
2013,12,2,2,934,B10018,1
2013,12,22,4,583,A37583,1
2013,12,16,15,2018,C41880,1
2013,12,13,23,696,B28532,1
2013,10,1,18,498,B31051,1
2013,12,11,22,910,B10155,1
2013,11,25,20,650,B42620,1
2013,12,11,22,910,B10157,1
2013,10,2,15,867,D86219,1
2013,10,2,23,328,B10104,1
2013,10,29,13,848,D81010,1
2013,12,2,19,924,B10192,1
2013,12,9,18,2329,C87848,1
2013,10,11,19,378,B11619,1
2013,10,1,2,934,B10018,2
2013,12,24,23,824,D87364,1
2013,11,5,20,426,A48138,1
2013,12,16,20,384,B60026,1
2013,10,31,4,934,B10018,2
2013,12,30,11,2336,D87858,1
2013,10,1,16,331,C47794,1
2013,12,17,8,318,C41189,1
2013,12,31,21,935,B28608,1
2013,10,15,21,323,B10172,2
2013,12,14,22,512,A37582,1
2013,10,11,23,328,B10056,1
2013,12,10,20,461,A29189,1
2013,12,29,22,663,B28612,1
2013,12,20,13,398,D87526,1
2013,12,31,20,910,B10124,1
2013,12,11,22,898,D87538,1
2013,12,17,15,393,D53592,1
2013,12,20,4,2342,B10401,1
2013,12,12,21,366,D87089,1
2013,12,19,15,2345,C12515,1
2013,10,23,20,634,B10103,1
2013,12,24,18,132,A41223,1
2013,12,12,2,821,D87436,1
2013,12,18,6,308,C21042,1
2013,10,11,21,378,B11591,2
2013,10,9,15,901,B10113,1
2013,12,21,5,180,A37556,1
2013,10,19,17,323,B10125,1
2013,12,21,18,771,D87210,1
2013,11,25,17,711,B82537,1
2013,12,17,8,2114,C47946,1
2013,11,12,5,328,B10035,1
2013,12,14,22,629,B73135,1
2013,12,11,18,298,B75554,1
2013,10,11,18,353,C47733,2
2013,12,17,11,852,D86166,2
2013,11,23,22,2343,B28728,1
2013,11,12,8,358,D81087,1
2013,10,11,16,928,B75524,1
2013,12,17,12,184,A37533,2
2013,12,16,17,685,B73114,1
2013,10,6,8,924,B10192,2
2013,12,11,4,875,C39541,1
2013,10,16,19,386,B60062,1
2013,12,14,12,328,B10012,1
2013,12,13,14,840,D87232,1
2013,12,30,23,898,D87244,1
2013,11,30,18,184,A37547,1
2013,12,16,22,873,D90084,1
2013,12,10,17,328,B10119,1
2013,12,11,5,512,A37554,1
2013,11,10,17,209,A29161,1
2013,12,17,8,326,B28605,1
2013,10,20,11,906,B31069,1
2013,9,28,23,328,B10172,1
2013,10,7,17,328,B10002,1
2013,10,29,7,747,C39545,1
2013,12,17,10,410,A72029,1
2013,12,17,11,474,A29013,2
2013,10,22,4,162,A37538,1
2013,11,3,21,326,B28604,1
2013,10,19,16,635,B10015,2
2013,12,24,15,2336,D87887,1
2013,10,17,9,472,A29051,2
2013,10,1,18,390,C20147,1
2013,12,10,23,382,C87408,1
2013,12,17,11,457,B42561,2
2013,12,17,11,328,B10197,2
2013,12,17,10,455,B71017,1
2013,12,17,11,457,B42563,2
2013,12,11,8,483,B31013,1
2013,12,31,16,321,B28502,1
2013,12,24,21,366,D87181,1
2013,12,17,12,393,D53515,2
2013,11,29,3,184,A37560,2
2013,12,19,20,201,A48079,2
2013,12,9,23,360,C87394,1
2013,12,12,16,366,D87089,1
2013,12,9,23,360,C87391,1
2013,10,29,16,178,A41015,1
2013,11,30,21,928,B75600,1
2013,11,11,23,2344,B28705,2
2013,12,17,8,409,A71512,1
2013,10,11,20,886,C30066,1
2013,12,29,11,821,D87207,1
2013,12,10,15,2329,C87857,1
2013,12,5,20,934,B10066,1
2013,10,5,10,915,B10051,1
2013,12,17,8,841,D87376,1
2013,12,17,8,841,D87370,1
2013,12,16,20,392,D53513,1
2013,12,25,22,653,B82514,1
2013,11,10,18,922,B10175,1
2013,10,9,23,915,B10108,1
2013,12,17,11,355,B75555,2
2013,10,19,1,484,B31090,2
2013,12,17,16,254,B42541,1
2013,10,19,12,910,B10183,1
2013,10,15,16,324,B28536,1
2013,11,4,13,322,B10069,1
2013,10,22,1,910,B10183,1
2013,10,19,10,934,B10043,1
2013,12,20,20,650,B42620,1
2013,12,14,1,849,D87194,1
2013,12,27,22,839,D87329,1
2013,11,8,18,329,B28579,1
2013,11,2,3,328,B10130,1
2013,9,27,17,385,B31205,1
2013,12,10,20,825,D87270,1
2013,9,27,22,690,C20175,1
2013,11,23,21,910,B10142,1
2013,12,17,11,127,A41439,2
2013,12,6,16,125,A71513,1
2013,12,27,10,895,D87493,1
2013,11,1,22,322,B10102,1
2013,12,26,2,162,A37721,1
2013,10,22,7,322,B10069,1
2013,12,20,22,308,C21034,1
2013,10,23,22,908,B11513,1
2013,12,27,20,2345,C12515,1
2013,10,16,4,328,B10076,1
2013,9,29,0,634,B10126,1
2013,11,23,20,2343,B28731,1
2013,12,17,12,352,C47607,2
2013,11,8,1,155,A37551,2
2013,12,17,12,352,C47608,2
2013,12,19,11,2336,D87878,1
2013,9,27,16,852,D86381,1
2013,10,11,18,350,B73093,1
2013,12,30,17,110,A41048,2
2013,12,16,17,701,C20085,1
2013,12,12,5,161,A37568,1
2013,12,29,23,841,D87354,1
2013,11,23,17,328,B10171,1
2013,12,8,23,898,D87227,1
2013,12,7,22,398,D87023,1
2013,12,7,20,910,B10182,1
2013,10,19,23,584,A37688,1
2013,11,7,19,154,A37503,1
2013,10,5,9,635,B10132,1
2013,10,6,18,914,B10043,1
2013,12,25,20,570,A37646,1
2013,12,7,17,786,D81146,1
2013,12,7,19,463,A41056,1
2013,11,8,1,323,B10019,1
2013,12,21,5,584,A37621,1
2013,10,19,21,910,B10169,1
2013,11,2,17,363,C82571,1
2013,12,17,11,354,C30236,2
2013,12,6,14,405,B31002,1
2013,10,29,3,512,A37583,1
2013,12,21,8,778,B11579,1
2013,12,20,4,934,B10018,2
2013,10,10,19,323,B10095,1
2013,10,18,19,393,D53538,1
2013,10,29,23,822,D87207,1
2013,10,31,0,327,B10090,1
2013,12,22,10,178,A41356,1
2013,10,19,2,349,B75562,1
2013,10,19,6,634,B10080,1
2013,12,20,15,711,B82537,1
2013,10,9,5,373,B19613,1
2013,12,17,12,2381,D86791,2
2013,11,8,9,409,A71569,1
2013,11,7,23,910,B10071,1
2013,12,8,23,415,A48045,1
2013,11,30,8,915,B10186,1
2013,11,10,20,804,D87469,1
2013,11,23,14,650,B42620,2
2013,12,27,12,840,D87049,1
2013,12,6,2,322,B10086,1
2013,10,16,15,375,B31155,1
2013,12,20,17,422,A72101,1
2013,12,17,11,868,D87044,2
2013,12,16,17,229,A50168,1
2013,12,16,16,2310,D53930,1
2013,12,17,22,366,D87089,2
2013,11,29,8,363,C82653,1
2013,12,10,22,910,B10122,1
2013,12,24,14,238,B71083,1
2013,12,11,11,170,A41188,1
2013,12,29,17,328,B10090,1
2013,12,18,15,825,D87271,1
2013,10,21,5,173,A41343,1
2013,12,9,18,839,D87129,1
2013,10,15,14,2345,C12501,3
2013,12,17,10,700,C20223,1
2013,10,22,3,910,B10183,2
2013,12,17,16,249,B25553,1
2013,12,20,21,360,C87391,1
2013,12,17,23,128,A41169,1
2013,11,12,20,762,C39540,1
2013,12,17,16,484,B31045,1
2013,12,18,17,850,D87261,1
2013,10,15,16,866,D86093,1
2013,10,27,5,309,C41402,1
2013,10,27,21,363,C82653,1
2013,10,27,21,363,C82651,1
2013,10,2,13,2332,D86751,2
2013,10,1,8,363,C82532,2
2013,10,17,16,313,B58023,1
2013,11,24,9,323,B10090,1
2013,12,16,20,352,C47608,1
2013,12,22,19,136,A37640,1
2013,10,20,18,484,B31145,1
2013,10,10,7,2303,D90552,1
2013,12,16,20,434,A55083,1
2013,12,17,10,864,D86040,1
2013,12,14,22,895,D87498,1
2013,11,8,5,512,A37583,1
2013,10,1,3,328,B10036,1
2013,12,18,14,360,C87301,1
2013,12,19,23,910,B10068,1
2013,12,16,23,748,C30157,1
2013,12,16,21,229,A50168,1
2013,12,24,20,426,A48125,1
2013,10,6,18,178,A41356,1
2013,12,6,23,910,B10147,1
2013,12,25,19,570,A37632,1
2013,12,1,15,110,A41048,1
2013,12,13,17,464,A55096,1
2013,11,8,4,584,A37582,1
2013,12,8,2,382,C87019,1
2013,12,15,20,924,B10041,1
2013,10,11,9,910,B10142,1
2013,12,17,12,434,A55083,2
2013,12,17,11,925,B28503,2
2013,10,5,12,834,D86404,1
2013,11,2,21,323,B10137,1
2013,10,1,16,334,B63106,2
2013,11,27,14,639,B27056,1
2013,11,7,15,924,B10083,2
2013,10,15,17,2345,C12501,2
2013,10,2,5,184,A37528,2
2013,12,11,2,898,D87228,1
2013,12,19,22,898,D87533,1
2013,11,11,17,779,B32599,1
2013,12,7,18,747,C39666,1
2013,10,16,19,388,D90119,1
2013,12,9,16,771,D87792,1
2013,10,3,2,922,B10175,1
2013,10,14,19,901,B10120,1
2013,12,17,12,397,D53581,2
2013,11,2,13,915,B10190,1
2013,12,17,11,475,A29033,1
2013,12,20,16,869,D87493,1
2013,12,31,22,822,D87339,1
2013,12,29,20,119,A37597,1
2013,12,9,4,184,A37606,1
2013,12,31,20,525,C87419,1
2013,11,26,2,924,B10192,1
2013,12,11,8,393,D53511,1
2013,10,9,1,461,A29140,1
2013,12,17,15,2336,D87864,1
2013,11,12,8,924,B10192,2
2013,12,31,14,398,D87526,1
2013,11,7,21,328,B10058,1
2013,12,17,11,232,B25510,2
2013,12,19,9,483,B31085,1
2013,10,29,12,328,B10002,1
2013,12,17,11,366,D87400,2
2013,12,13,22,162,A37691,2
2013,12,31,15,866,D86014,1
2013,10,18,13,292,B55050,1
2013,12,29,20,328,B10162,1
2013,10,16,5,924,B10087,1
2013,9,27,16,867,D86261,1
2013,10,1,20,300,D31335,1
2013,12,11,9,750,D90046,1
2013,10,18,11,157,A27532,1
2013,12,31,17,867,D86343,1
2013,10,27,11,910,B10037,1
2013,12,17,11,2332,D86753,2
2013,12,17,12,711,B82671,2
2013,12,18,5,512,A37582,1
2013,12,30,12,125,A71595,1
2013,11,7,16,924,B10096,1
2013,12,31,20,415,A48106,1
2013,12,17,8,639,B27084,1
2013,10,7,19,915,B10109,1
2013,11,26,3,922,B10175,1
2013,12,7,19,935,B28592,1
2013,12,14,1,2335,D87820,1
2013,12,5,23,856,C39637,1
2013,11,26,2,570,A37648,1
2013,12,16,12,2332,D86764,1
2013,12,4,10,872,D90095,1
2013,12,22,16,898,D87225,1
2013,10,11,20,323,B10076,1
2013,11,2,2,910,B10145,1
2013,11,10,21,366,D87352,1
2013,10,18,22,110,A41208,1
2013,10,6,19,669,B11571,1
2013,10,27,2,322,B10090,1
2013,10,1,16,334,B63015,2
2013,12,7,15,901,B10190,1
2013,12,9,23,323,B10078,1
2013,12,23,9,629,B73115,1
2013,11,11,15,636,C47739,1
2013,12,27,21,110,A41174,1
2013,12,17,15,832,C39665,1
2013,11,7,5,910,B10122,1
2013,11,26,21,901,B10108,1
2013,9,27,22,378,B11620,1
2013,11,7,5,910,B10124,2
2013,10,16,18,378,B11577,1
2013,12,11,12,923,D53627,1
2013,12,18,21,397,D53586,1
2013,10,16,18,322,B10127,1
2013,12,20,17,300,D60191,1
2013,12,23,22,315,C21025,1
2013,12,12,14,382,C87093,1
2013,10,11,20,324,B28560,1
2013,11,25,23,2342,B10410,1
2013,11,24,15,634,B10083,1
2013,12,19,17,123,A41050,1
2013,12,19,23,893,D87313,1
2013,11,5,9,313,B58145,1
2013,12,16,17,2305,B32609,1
2013,10,6,20,161,A37714,1
2013,12,16,21,388,D90115,1
2013,10,5,21,569,A37639,1
2013,12,15,21,898,D87263,1
2013,10,1,14,635,B10126,1
2013,11,27,15,934,B10018,1
2013,12,20,23,850,D87261,1
2013,9,27,14,345,C50149,2
2013,12,12,19,898,D87139,2
2013,9,30,16,915,B10016,1
2013,11,5,23,825,D87273,1
2013,10,3,2,924,B10015,2
2013,10,1,10,393,D53573,1
2013,11,1,8,360,C87395,1
2013,12,23,17,238,B71083,1
2013,10,1,14,851,D86180,1
2013,11,26,22,323,B10032,2
2013,12,31,15,433,A27648,1
2013,12,13,23,328,B10054,1
2013,11,5,19,432,A27583,1
2013,12,17,11,254,B42536,2
2013,10,9,6,652,C82614,1
2013,12,16,17,455,B71111,1
2013,12,17,8,862,C47747,1
2013,10,19,9,910,B10142,1
2013,12,3,18,895,D87498,1
2013,11,2,17,326,B28605,1
2013,10,9,13,924,B10103,1
2013,10,29,20,2343,B28723,2
2013,10,14,21,512,A37673,1
2013,11,3,20,663,B28614,1
2013,12,8,21,398,D87463,1
2013,10,1,15,328,B10069,1
2013,12,24,5,136,A37621,1
2013,9,30,20,323,B10165,2
2013,12,10,23,821,D87354,1
2013,12,31,20,569,A37508,1
2013,12,2,8,678,C82597,1
2013,10,1,21,341,C13017,1
2013,12,20,23,898,D87140,1
2013,10,17,22,321,B28564,1
2013,12,19,23,2336,D87780,1
2013,12,16,17,614,C47505,1
2013,11,2,4,934,B10018,2
2013,10,5,12,328,B10165,1
2013,12,11,11,370,D53534,1
2013,11,4,7,322,B10069,1
2013,12,17,12,413,A48053,2
2013,12,16,22,867,D86355,1
2013,12,14,21,162,A37542,1
2013,12,13,23,2344,B28704,1
2013,12,13,23,2344,B28701,1
2013,10,1,22,181,A41015,2
2013,10,1,19,901,B10191,1
2013,12,11,10,358,D81087,1
2013,12,16,5,128,A41267,1
2013,12,11,15,398,D87515,1
2013,11,1,19,329,B28577,1
2013,11,7,19,2111,C47919,1
2013,12,1,9,322,B10137,1
2013,12,7,15,650,B42620,1
2013,10,16,4,910,B10078,1
2013,10,16,4,910,B10075,1
2013,10,27,21,217,A71504,1
