"Year","Month","Day","Hour","Line","BusId","NumberOfOutliers"
2013,12,8,7,634,B10126,1
2013,12,17,10,229,A50168,1
2013,12,17,16,915,B10196,1
2013,9,29,6,584,A37656,1
2013,12,11,5,315,C41400,1
2013,10,11,6,678,C82656,1
2013,12,13,21,2336,D87888,1
2013,12,18,23,840,D87223,1
2013,10,28,12,910,B10073,1
2013,12,16,23,828,D81008,1
2013,11,29,8,315,C41400,1
2013,12,21,16,178,A41245,1
2013,12,13,20,821,D87362,2
2013,12,7,22,804,D87501,1
2013,11,8,20,2332,D86767,1
2013,12,9,23,696,B28516,1
2013,12,27,20,821,D87354,2
2013,11,10,19,935,B28518,1
2013,12,24,20,2338,D86738,1
2013,12,11,13,396,D53509,1
2013,12,16,22,2381,D86791,1
2013,12,21,9,934,B10018,1
2013,10,14,21,460,A41040,1
2013,12,11,18,398,D87095,1
2013,10,3,15,910,B10169,1
2013,11,3,22,325,B28524,1
2013,11,24,22,321,B28525,1
2013,10,7,19,349,B75617,1
2013,11,8,19,327,B10077,1
2013,10,3,13,323,B10072,1
2013,11,8,8,110,A41048,1
2013,10,14,15,835,D86411,1
2013,12,19,2,869,D87117,1
2013,11,3,8,312,B58023,1
2013,12,27,18,2303,D90513,1
2013,10,16,23,934,B10018,2
2013,12,16,20,638,B44598,1
2013,11,8,21,830,D87490,1
2013,12,8,22,328,B10171,1
2013,11,30,20,360,C87018,1
2013,10,17,5,922,B10128,2
2013,10,11,8,2017,A41839,1
2013,11,3,20,497,B31003,2
2013,12,17,8,217,A71564,1
2013,12,3,20,362,B11661,1
2013,12,29,21,821,D87360,1
2013,11,7,6,2310,D53928,1
2013,12,17,12,678,C82512,2
2013,12,25,18,463,A41056,1
2013,12,8,13,910,B10068,1
2013,12,17,16,298,B75634,1
2013,12,6,13,413,A48106,1
2013,10,14,22,322,B10099,2
2013,12,11,10,2310,D53906,1
2013,12,11,10,2310,D53901,1
2013,12,11,10,2310,D53903,1
2013,12,12,7,634,B10091,1
2013,10,9,17,2332,D86703,1
2013,11,3,3,180,A37682,2
2013,12,21,16,398,D87524,1
2013,10,14,20,378,B11620,1
2013,10,17,20,322,B10086,1
2013,10,11,16,2381,D86781,1
2013,12,24,21,366,D87084,1
2013,12,24,21,366,D87085,1
2013,12,20,20,895,D87498,1
2013,12,17,15,342,B32597,1
2013,12,16,20,261,B60068,1
2013,12,7,23,2336,D87891,1
2013,10,27,14,634,B10069,1
2013,11,5,19,125,A71597,1
2013,12,11,22,360,C87078,1
2013,12,18,1,382,C87177,1
2013,12,13,20,771,D87787,1
2013,11,7,8,369,D53526,1
2013,12,18,22,839,D87314,1
2013,10,5,21,328,B10111,1
2013,12,16,20,162,A37623,1
2013,11,3,18,623,B58158,2
2013,12,17,8,170,A41069,1
2013,11,11,15,760,C39604,1
2013,12,29,20,821,D87443,1
2013,12,30,23,316,C41409,1
2013,12,3,17,173,A41368,1
2013,12,18,21,2345,C12515,1
2013,10,9,12,323,B10095,1
2013,11,7,16,786,D81060,2
2013,10,5,7,908,B11599,1
2013,12,11,13,344,B75635,1
2013,9,30,23,405,B31006,1
2013,9,28,21,322,B10127,1
2013,12,20,18,2308,D90545,1
2013,11,7,22,914,B10183,1
2013,12,16,16,630,B10557,1
2013,12,29,23,366,D87039,1
2013,12,7,23,366,D87346,1
2013,12,15,11,328,B10168,1
2013,9,30,16,852,D86113,1
2013,12,16,22,335,B63023,1
2013,10,2,21,924,B10192,2
2013,11,3,21,934,B10018,2
2013,11,1,21,607,C42535,1
2013,10,10,10,378,B11657,1
2013,10,3,4,127,A41238,1
2013,10,1,18,352,C47607,1
2013,11,9,14,867,D86247,1
2013,10,16,18,300,D31327,1
2013,10,20,17,217,A71544,1
2013,10,16,12,226,A50061,2
2013,12,20,1,824,D87364,1
2013,12,11,19,360,C87186,1
2013,12,13,5,910,B10068,1
2013,12,3,6,653,B82564,1
2013,12,17,12,841,D87135,2
2013,12,14,19,821,D87354,1
2013,11,4,6,328,B10090,2
2013,12,13,22,910,B10155,1
2013,10,22,9,924,B10083,1
2013,10,30,6,623,B58106,1
2013,12,16,23,837,D86110,1
2013,10,19,7,635,B10015,2
2013,10,11,19,2345,C12503,2
2013,12,18,20,830,D87319,1
2013,11,8,19,328,B10140,1
2013,12,17,11,318,C41189,2
2013,10,17,5,323,B10081,1
2013,10,10,17,476,A29020,1
2013,12,16,20,2112,C47920,1
2013,10,20,15,867,D86198,1
2013,10,22,6,323,B10130,1
2013,12,20,22,652,C82521,1
2013,11,12,9,2302,B31533,1
2013,10,4,17,318,C41049,1
2013,12,31,19,893,D87136,1
2013,10,19,11,634,B10004,1
2013,12,15,18,2203,A71905,1
2013,12,11,11,2336,D87756,1
2013,12,18,12,2334,D86744,1
2013,12,13,21,2336,D87741,1
2013,10,14,15,901,B10163,1
2013,11,3,20,634,B10105,1
2013,11,10,21,328,B10160,1
2013,12,17,15,2111,C47948,1
2013,11,10,21,328,B10164,1
2013,12,17,15,2111,C47940,1
2013,12,8,9,366,D87524,1
2013,12,19,11,512,A37673,1
2013,12,9,21,178,A41015,1
2013,10,17,11,634,B10083,1
2013,12,16,20,315,C21019,1
2013,11,7,22,328,B10028,2
2013,10,7,19,292,B55121,1
2013,12,11,10,2336,D87744,1
2013,12,18,8,2309,D90524,1
2013,10,15,23,180,A37566,1
2013,11,26,23,901,B10108,1
2013,12,23,21,2335,D87825,1
2013,10,15,19,415,A48121,1
2013,10,17,22,326,B28567,1
2013,12,16,20,601,C20038,1
2013,10,5,9,901,B10076,2
2013,12,17,10,361,C87480,1
2013,10,1,18,327,B10048,1
2013,11,10,22,512,A37554,1
2013,12,17,15,638,B44620,1
2013,11,28,12,639,B27056,1
2013,12,7,1,2336,D87878,1
2013,12,18,21,2329,C87803,1
2013,12,7,1,2336,D87871,1
2013,11,28,12,922,B10175,1
2013,12,17,10,338,C13074,1
2013,9,30,15,328,B10003,1
2013,12,10,10,178,A41296,1
2013,11,9,22,322,B10012,1
2013,12,16,20,277,B42583,1
2013,12,21,1,382,C87177,1
2013,12,12,14,779,B32592,1
2013,10,1,0,924,B10192,1
2013,11,5,9,2332,D86726,2
2013,11,4,10,2112,C47972,1
2013,12,8,13,663,B28614,1
2013,12,11,22,915,B10051,1
2013,12,5,23,734,C30174,1
2013,12,11,6,162,A37705,1
2013,12,17,8,867,D86244,1
2013,10,31,4,635,B10087,1
2013,12,20,2,328,B10090,1
2013,12,22,7,2345,C12515,1
2013,10,14,21,901,B10186,1
2013,12,31,22,557,C30266,1
2013,10,5,10,935,B28606,1
2013,12,17,10,2115,C47952,1
2013,12,5,12,413,A48106,1
2013,12,16,21,465,C30298,1
2013,12,23,22,841,D87354,1
2013,11,26,9,201,A48074,1
2013,12,16,16,385,B60050,1
2013,12,11,9,2336,D87756,1
2013,11,23,14,321,B28564,1
2013,12,10,5,133,A37649,1
2013,12,3,20,924,B10044,1
2013,11,12,20,328,B10028,2
2013,11,7,16,2343,B28714,1
2013,10,19,10,229,A50143,1
2013,10,24,5,322,B10011,2
2013,12,24,17,821,D87436,1
2013,10,6,16,322,B10104,1
2013,12,21,20,841,D87375,1
2013,12,22,12,178,A41356,1
2013,12,23,15,924,B10192,1
2013,12,2,20,850,D87176,1
2013,10,11,18,378,B11619,1
2013,12,18,13,650,B42620,1
2013,12,6,23,634,B10096,1
2013,12,6,23,634,B10097,1
2013,10,2,1,915,B10090,1
2013,12,17,15,700,C20223,1
2013,12,17,10,2112,C47963,1
2013,12,13,17,382,C87396,1
2013,12,13,17,382,C87397,1
2013,10,22,4,915,B10092,1
2013,12,17,16,409,A71541,1
2013,10,22,8,379,D58593,1
2013,11,8,21,756,D90134,1
2013,12,14,21,161,A37565,1
2013,11,1,5,313,B58014,1
2013,12,22,20,2345,C12515,1
2013,11,3,23,569,A37648,2
2013,12,2,5,128,A41075,1
2013,12,7,19,398,D87517,2
2013,10,1,5,322,B10194,1
2013,10,15,21,120,A71531,1
2013,12,19,18,745,D59240,1
2013,12,30,4,155,A37551,1
2013,12,22,14,898,D87225,1
2013,11,8,12,838,D86132,1
2013,12,17,10,183,A37619,1
2013,12,1,14,328,B10012,1
2013,10,8,22,461,A29140,2
2013,11,24,17,110,A41048,2
2013,10,8,20,247,B71070,1
2013,11,5,20,155,A37590,1
2013,12,7,9,650,B42620,1
2013,11,9,20,323,B10035,1
2013,11,3,3,908,B11686,1
2013,10,19,18,133,A37633,1
2013,12,17,10,393,D53515,1
2013,10,1,17,2111,C47986,1
2013,12,16,22,758,C39556,1
2013,10,2,4,184,A37528,2
2013,12,7,9,910,B10068,1
2013,12,18,5,110,A41034,1
2013,12,17,10,687,B32555,1
2013,10,11,18,326,B28562,1
2013,12,8,3,650,B42620,1
2013,12,18,15,2336,D87871,1
2013,10,27,20,569,A37651,1
2013,12,10,1,2329,C87839,1
2013,10,27,21,696,B28608,1
2013,12,11,9,398,D87193,1
2013,12,11,9,398,D87190,1
2013,12,11,9,398,D87191,1
2013,12,26,14,852,D86243,1
2013,12,17,16,352,C47607,1
2013,12,17,12,433,A27560,2
2013,10,1,6,313,B58110,1
2013,11,26,11,229,A50005,1
2013,12,5,23,936,D58764,1
2013,12,17,12,383,D58624,2
2013,12,13,13,386,B60031,1
2013,10,18,20,328,B10103,1
2013,10,27,18,161,A37706,1
2013,12,17,11,2305,B32802,2
2013,12,13,17,825,D87268,1
2013,12,10,4,180,A37537,1
2013,10,11,19,483,B31010,1
2013,10,27,23,696,B28532,1
2013,12,7,15,398,D87521,1
2013,12,25,14,2336,D87747,1
2013,9,30,23,380,C20094,1
2013,12,10,5,513,A37650,1
2013,10,22,10,635,B10111,1
2013,12,9,22,804,D87501,1
2013,11,25,4,349,B75558,1
2013,12,2,21,2018,C41887,1
2013,12,19,19,2336,D87780,1
2013,11,29,18,484,B31125,1
2013,12,20,23,898,D87045,1
2013,12,15,18,126,A41358,1
2013,12,7,10,394,D58668,1
2013,12,17,11,342,B32649,2
2013,12,26,4,669,B11710,1
2013,10,11,18,2310,D53921,1
2013,12,21,20,650,B42620,1
2013,11,26,19,934,B10066,1
2013,12,27,22,358,D81079,1
2013,11,8,10,326,B28577,1
2013,12,17,8,439,A27676,1
2013,12,17,8,2251,B25802,1
2013,10,1,14,292,B55055,1
2013,10,16,1,323,B10057,1
2013,10,1,16,393,D53536,1
2013,12,8,21,398,D87526,1
2013,12,8,21,398,D87525,1
2013,12,8,5,180,A37566,1
2013,10,14,19,2381,D86755,1
2013,11,24,20,110,A41048,1
2013,10,11,20,249,B25535,1
2013,12,17,11,2251,B25802,2
2013,12,12,23,924,B10192,1
2013,10,3,3,328,B10121,1
2013,12,13,13,830,D87321,3
2013,12,16,20,292,B55050,1
2013,10,6,11,321,B28564,2
2013,11,9,11,873,D90079,1
2013,12,26,6,634,B10175,1
2013,12,22,5,512,A37522,1
2013,11,3,15,323,B10041,1
2013,10,31,1,136,A37701,2
2013,12,13,21,328,B10138,1
2013,12,17,11,401,A48074,1
2013,12,24,21,821,D87354,1
2013,12,17,11,401,A48071,2
2013,12,13,21,328,B10130,1
2013,12,4,23,161,A37529,1
2013,11,28,15,512,A37521,1
2013,11,5,19,332,C47682,1
2013,11,26,11,125,A71513,1
2013,12,31,21,180,A37599,1
2013,11,12,15,2342,B10405,1
2013,11,12,15,2342,B10402,2
2013,10,8,21,461,A29140,1
2013,10,14,22,324,B28596,1
2013,12,31,14,839,D87328,1
2013,12,17,11,292,B55117,2
2013,10,6,19,634,B10105,1
2013,12,17,12,2381,D86736,2
2013,12,25,22,570,A37646,1
2013,12,17,12,801,D58739,2
2013,11,3,12,324,B28512,1
2013,10,27,11,696,B28608,1
2013,11,6,16,107,A63504,1
2013,10,29,15,866,D86377,2
2013,11,1,12,779,B32599,1
2013,12,11,7,761,C39674,1
2013,10,16,5,322,B10081,1
2013,11,27,20,924,B10192,1
2013,12,3,23,324,B28566,1
2013,11,12,5,127,A41435,1
2013,12,21,19,915,B10190,1
2013,10,19,23,634,B10112,1
2013,12,17,15,484,B31092,1
2013,10,6,7,924,B10192,2
2013,12,4,10,901,B10191,1
2013,12,14,5,161,A37507,1
2013,10,15,21,322,B10077,2
2013,12,17,15,871,D90102,1
2013,11,12,1,161,A37547,1
2013,10,11,18,292,B55055,1
2013,12,23,13,898,D87226,1
2013,12,17,11,690,C20048,2
2013,10,1,20,2251,B25812,1
2013,12,16,17,629,B19559,1
2013,12,30,11,315,C41391,1
2013,12,17,10,2111,C47940,1
2013,12,31,18,366,D87350,1
2013,12,21,20,158,A21160,1
2013,10,27,20,363,C82651,2
2013,12,11,20,201,A48079,1
2013,12,20,22,893,D87313,1
2013,12,17,11,352,C47607,2
2013,11,5,23,119,A37585,1
2013,10,3,4,915,B10196,1
2013,10,23,21,910,B10148,1
2013,10,7,12,623,B58120,1
2013,12,23,21,839,D87330,1
2013,12,16,21,238,B71063,1
2013,9,30,22,322,B10070,2
2013,10,19,20,901,B10113,1
2013,12,31,23,2338,D86747,1
2013,10,9,4,934,B10018,2
2013,12,20,11,328,B10090,1
2013,12,24,7,217,A71565,1
2013,12,17,16,555,C30009,1
2013,12,18,22,840,D87223,1
2013,11,4,4,312,B58023,1
2013,10,6,6,910,B10155,1
2013,10,16,22,783,C44679,1
2013,12,3,5,922,B10175,1
2013,12,14,10,398,D87088,1
2013,12,18,3,512,A37672,1
2013,10,14,22,328,B10119,2
2013,10,11,19,332,C47683,1
2013,10,19,23,422,A72006,1
2013,12,25,21,184,A37533,1
2013,10,31,12,178,A41334,1
2013,10,16,5,323,B10080,1
2013,10,1,14,438,A27604,1
2013,10,11,3,322,B10086,2
2013,10,19,10,363,C82676,3
2013,12,25,17,934,B10018,1
2013,11,2,23,180,A37682,2
2013,11,30,8,322,B10054,1
2013,10,11,19,397,D53659,1
2013,12,7,13,366,D87191,1
2013,11,7,19,841,D87370,1
2013,9,27,15,327,B10011,1
2013,11,10,21,840,D87229,1
2013,12,29,18,513,A37501,1
2013,12,17,8,942,B63108,1
2013,10,27,6,170,A41011,1
2013,12,29,22,833,D87289,1
2013,12,17,10,762,C39727,1
2013,12,17,11,782,C44587,2
2013,12,16,20,634,B10160,1
2013,12,9,18,178,A41015,1
2013,12,17,12,355,B75603,2
2013,12,10,22,328,B10019,1
2013,10,19,12,915,B10090,2
2013,10,29,13,405,B31003,1
2013,10,19,17,322,B10104,1
2013,12,12,4,512,A37579,1
2013,12,19,4,161,A37565,1
2013,12,16,21,180,A37537,1
2013,10,18,19,2295,B31517,1
2013,12,19,5,2345,C12515,1
2013,12,16,18,753,C30300,1
2013,12,16,17,332,C47665,1
2013,12,15,21,366,D87085,2
2013,12,4,5,328,B10163,1
2013,12,22,18,323,B10171,1
2013,12,11,14,362,B11588,1
2013,12,11,14,362,B11589,1
2013,12,17,12,261,B60068,2
2013,12,15,17,328,B10130,1
2013,10,1,18,371,C51501,1
2013,12,17,11,721,C44528,2
2013,12,17,10,557,C30305,1
2013,12,7,1,382,C87001,1
2013,12,17,8,825,D87277,1
2013,10,27,15,781,C44597,1
2013,10,29,6,2338,D86703,1
2013,10,11,19,2145,B41885,2
2013,12,11,17,849,D87256,1
2013,12,20,22,2336,D87727,1
2013,12,26,3,350,B73051,1
2013,12,13,14,2336,D87744,1
2013,10,11,21,908,B11599,1
2013,10,16,9,292,B55055,1
2013,12,17,11,391,D59201,2
2013,11,6,22,910,B10147,1
2013,12,23,20,2345,C12515,1
2013,12,23,20,2345,C12512,1
2013,11,7,16,2203,A71905,1
2013,10,16,10,2145,B41804,1
2013,12,16,15,345,C50039,1
2013,11,8,17,292,B55062,1
2013,10,5,3,313,B58110,2
2013,12,17,16,678,C82581,1
2013,12,11,15,370,D53608,1
2013,10,4,16,350,B73018,1
2013,10,29,2,322,B10086,1
2013,12,19,2,934,B10066,2
2013,11,6,21,2343,B28728,1
2013,12,11,15,759,D90036,1
2013,12,12,23,398,D87520,1
2013,10,19,13,328,B10002,1
2013,12,12,23,398,D87526,1
2013,10,30,10,313,B58089,1
2013,12,11,12,936,D58545,1
2013,12,22,19,398,D87213,1
2013,12,15,19,398,D87515,1
2013,12,7,20,366,D87089,1
2013,11,24,14,409,A71587,1
2013,12,10,19,650,B42620,1
2013,12,25,17,2345,C12512,1
2013,12,11,6,460,A41329,1
2013,12,18,22,915,B10191,1
2013,10,11,11,328,B10090,1
2013,11,10,11,910,B10183,1
2013,12,17,8,638,B44620,1
2013,12,25,3,608,A50104,1
2013,12,20,1,366,D87085,1
2013,12,18,13,895,D87498,1
2013,12,11,20,910,B10202,1
2013,12,23,13,2381,D86729,1
2013,10,30,12,2303,D90505,1
2013,10,15,16,837,D86411,1
2013,12,17,15,638,B44548,1
2013,12,31,22,2802,D87718,1
2013,10,17,5,634,B10094,2
2013,10,14,21,328,B10119,1
2013,10,28,7,133,A37593,1
2013,12,18,21,825,D87270,2
2013,12,31,21,569,A37508,1
2013,12,17,16,946,B32595,1
2013,11,30,20,652,C82676,1
2013,12,16,23,277,B42578,1
2013,12,16,22,920,B63036,1
2013,12,17,16,239,B71170,1
2013,10,7,17,750,D87180,1
2013,11,10,15,901,B10186,1
2013,12,24,2,869,D87248,1
2013,12,14,2,328,B10090,1
2013,11,1,21,313,B58001,2
2013,11,24,16,322,B10086,1
2013,11,10,15,901,B10189,1
2013,12,30,19,935,B28592,1
2013,12,17,12,852,D86166,2
2013,12,29,22,821,D87360,1
2013,12,31,18,915,B10001,1
2013,12,16,17,136,A37701,1
2013,12,17,10,254,B42541,1
2013,12,17,10,313,B58054,1
2013,11,11,21,322,B10086,1
2013,12,23,13,825,D87268,1
2013,11,2,21,583,A37690,2
2013,10,2,6,323,B10087,1
2013,12,25,20,2336,D87865,1
2013,12,13,18,355,B75521,1
2013,10,1,14,2309,D90540,1
2013,10,11,21,247,B71085,1
2013,10,11,21,247,B71084,1
2013,10,11,3,634,B10112,2
2013,10,10,1,635,B10126,2
2013,10,11,9,386,B31218,1
2013,11,4,9,378,B11657,1
2013,12,16,18,2308,D90519,1
2013,10,10,15,2251,B25810,1
2013,10,29,8,758,C39501,1
2013,10,7,7,634,B10105,1
2013,10,29,8,758,C39506,1
2013,11,12,9,110,A41208,1
2013,10,11,5,313,B58014,1
2013,12,11,12,389,D58765,1
2013,12,16,17,162,A37586,1
2013,12,21,9,315,C41400,1
2013,12,24,21,822,D87335,1
2013,12,16,22,328,B10002,1
2013,12,17,12,2343,B28706,2
2013,11,8,10,210,A29183,1
2013,12,16,22,328,B10007,1
2013,12,4,19,120,A71531,1
2013,12,6,4,460,A41225,1
2013,12,20,4,512,A37554,1
2013,12,31,23,2802,D87721,1
2013,12,27,23,386,B60030,1
2013,10,30,20,181,A41305,1
2013,12,2,10,650,B42620,1
2013,10,11,19,362,B11573,2
2013,11,12,5,915,B10186,1
2013,12,13,14,864,D86051,1
2013,11,8,23,934,B10018,2
2013,12,31,23,2343,B28730,1
2013,12,11,23,382,C87178,1
2013,10,11,18,474,A29111,1
2013,12,17,11,2308,D90515,2
2013,12,17,11,2308,D90517,2
2013,10,16,18,669,B11571,1
2013,11,7,17,634,B10126,2
2013,12,27,21,869,D87438,1
2013,12,17,11,2308,D90519,2
2013,12,23,11,323,B10064,1
2013,12,11,22,849,D87433,1
2013,12,17,16,232,B25510,1
2013,10,6,12,323,B10084,1
2013,10,1,14,341,C13109,1
2013,11,11,7,178,A41334,2
2013,12,17,12,348,C47543,2
2013,10,10,10,367,D58666,1
2013,10,17,3,322,B10011,1
2013,11,10,22,696,B28506,1
2013,12,17,16,127,A41439,1
2013,12,17,10,888,C13169,1
2013,12,17,10,888,C13167,1
2013,12,24,17,2329,C87839,1
2013,11,24,18,940,C27097,1
2013,12,25,23,813,D87310,1
2013,12,13,17,413,A48117,1
2013,9,28,20,910,B10149,1
2013,12,18,17,849,D87431,1
2013,11,2,18,322,B10069,1
2013,10,10,5,910,B10085,1
2013,12,17,15,889,C13012,1
2013,12,13,10,485,B31007,1
2013,10,9,23,323,B10095,1
2013,12,12,10,901,B10189,1
2013,11,2,8,934,B10018,2
2013,12,14,4,512,A37562,1
2013,12,17,12,335,B63023,2
2013,11,11,6,2343,B28714,1
2013,10,1,10,2302,B31537,1
2013,11,3,23,324,B28597,1
2013,12,25,23,884,D86059,1
2013,12,22,20,398,D87038,1
2013,10,10,5,328,B10096,1
2013,11,29,21,323,B10119,1
2013,11,8,13,2305,B32618,1
2013,11,3,21,324,B28597,1
2013,10,16,18,723,C51623,1
2013,10,28,7,298,B75554,2
2013,10,18,18,328,B10072,1
2013,11,4,8,349,B75635,1
2013,10,16,4,922,B10175,1
2013,11,6,14,835,D86331,1
2013,11,7,17,398,D87459,1
2013,11,25,10,124,A71575,1
2013,10,16,4,323,B10138,1
2013,12,11,5,328,B10035,1
2013,10,1,11,324,B28512,1
2013,10,1,10,328,B10104,1
2013,10,1,10,328,B10103,1
2013,10,10,12,497,B31043,1
2013,12,19,2,569,A37629,1
2013,10,1,2,915,B10048,2
2013,12,1,23,326,B28549,1
2013,12,19,23,898,D87139,1
2013,11,26,2,323,B10118,1
2013,10,11,21,2145,B41807,1
2013,11,28,7,2145,B41805,1
2013,12,21,20,2345,C12515,1
2013,12,22,14,178,A41207,1
2013,10,27,1,322,B10090,2
2013,12,9,22,398,D87349,1
2013,10,11,21,324,B28569,2
2013,12,29,23,584,A37636,1
2013,10,11,21,886,C30119,1
2013,10,14,23,328,B10119,2
2013,12,22,20,328,B10129,1
2013,10,14,20,393,D53591,1
2013,12,10,22,901,B10010,1
2013,11,3,5,178,A41162,1
2013,10,19,20,328,B10012,1
2013,12,2,21,821,D87354,1
2013,12,21,5,584,A37605,1
2013,12,17,10,350,B73097,1
2013,12,17,11,2251,B25820,2
2013,12,7,2,924,B10192,1
2013,12,8,20,398,D87526,1
2013,12,8,20,398,D87522,1
2013,12,17,11,497,B31022,2
2013,12,11,20,2335,D87826,1
2013,12,21,8,398,D87524,2
2013,11,24,16,940,C27097,1
2013,12,11,20,2335,D87823,1
2013,12,31,12,771,D87787,1
2013,12,7,2,327,B10090,1
2013,12,11,20,2335,D87829,1
2013,12,27,23,398,D87461,1
2013,11,5,20,2017,A41829,1
2013,10,11,21,384,B31201,1
2013,12,10,17,782,C44586,1
2013,12,14,2,161,A37692,1
2013,12,21,21,2336,D87878,1
2013,11,2,9,910,B10202,1
2013,12,11,7,936,D58672,1
2013,12,21,21,2336,D87877,1
2013,12,16,15,326,B28540,1
2013,10,19,23,584,A37624,1
2013,12,23,23,825,D87273,1
2013,12,24,17,650,B42620,1
2013,12,23,23,825,D87275,1
2013,11,2,19,2343,B28737,1
2013,10,7,18,831,C39546,1
2013,11,1,23,924,B10101,1
2013,12,7,16,226,A50099,1
2013,10,3,13,901,B10186,1
2013,11,8,23,326,B28600,2
2013,12,21,8,924,B10102,1
2013,12,17,10,781,C44571,1
2013,12,16,22,111,A41175,1
2013,9,27,14,700,C20078,2
2013,11,6,16,802,D86020,1
2013,12,17,12,328,B10007,2
2013,12,17,12,328,B10002,2
2013,10,16,18,232,B25559,1
2013,12,29,21,2336,D87868,1
2013,12,31,9,229,A50080,1
2013,10,2,22,239,B71123,1
2013,10,30,21,758,C39519,1
2013,11,7,10,2332,D86769,1
2013,10,28,13,322,B10077,1
2013,12,20,16,398,D87525,1
2013,12,11,9,2332,D86767,1
2013,12,15,9,328,B10119,1
2013,12,11,7,371,C51608,1
2013,12,23,18,2345,C12510,1
2013,12,13,21,915,B10051,2
2013,11,2,21,133,A37501,1
2013,12,17,16,371,C51535,1
2013,12,19,21,869,D87248,1
2013,11,11,12,373,B19592,1
2013,12,2,17,315,C41400,1
2013,9,28,22,323,B10095,1
2013,12,13,22,893,D87237,1
2013,10,11,21,831,C39610,1
2013,10,18,16,840,D87159,1
2013,10,15,11,369,D53531,1
2013,12,22,23,840,D87160,1
2013,10,23,22,841,D87377,1
2013,10,7,13,220,A50006,1
2013,12,13,17,850,D87259,1
2013,12,17,11,2331,D90586,2
2013,12,31,22,893,D87136,1
2013,12,13,17,850,D87257,1
2013,12,17,11,226,A50195,2
2013,12,22,15,178,A41356,1
2013,12,18,4,512,A37564,1
2013,12,7,21,398,D87213,1
2013,12,16,6,123,A41097,1
2013,11,1,22,512,A37665,1
2013,11,24,10,634,B10083,1
2013,12,13,21,830,D87321,1
2013,12,15,4,512,A37564,1
2013,10,27,16,696,B28608,1
2013,10,14,19,378,B11503,1
2013,11,27,19,650,B42620,2
2013,12,17,12,434,A55064,2
2013,11,6,23,202,A48169,1
2013,12,9,4,570,A37648,1
2013,12,17,11,753,C30006,2
2013,10,11,19,247,B71147,1
2013,10,11,19,247,B71146,1
2013,10,11,19,247,B71144,1
2013,12,20,15,852,D86239,1
2013,10,21,17,352,C47608,1
2013,12,21,16,181,A41245,1
2013,12,13,22,162,A37535,1
2013,10,6,18,696,B28523,1
2013,12,13,23,184,A37533,2
2013,10,29,20,2345,C12507,1
2013,12,31,16,2343,B28706,1
2013,10,1,14,2381,D86755,1
2013,12,22,11,934,B10018,1
2013,10,1,18,384,B31193,1
2013,10,9,1,934,B10018,2
2013,9,30,23,934,B10018,2
2013,12,21,13,398,D87039,1
2013,11,2,20,867,D86347,1
2013,12,31,18,663,B28614,1
2013,10,10,3,328,B10090,2
2013,12,3,12,461,A29188,1
2013,11,9,3,922,B10175,1
2013,11,23,22,328,B10034,1
2013,12,25,21,321,B28564,1
2013,10,6,9,2145,B41805,1
2013,12,17,11,422,A72092,2
2013,10,3,18,2336,D87878,1
2013,12,17,11,422,A72096,2
2013,12,17,11,422,A72097,2
2013,11,4,13,2343,B28714,1
2013,10,27,7,363,C82576,1
2013,11,1,7,328,B10160,1
2013,12,22,1,360,C87394,1
2013,12,17,11,771,D87350,2
2013,10,16,13,157,A27532,1
2013,11,8,21,397,D53618,1
2013,9,30,21,915,B10109,2
2013,10,1,14,934,B10043,1
2013,11,25,21,309,C41414,1
2013,11,11,23,362,B11599,1
2013,10,2,17,867,D86261,1
2013,12,7,20,322,B10051,1
2013,10,14,19,951,B27064,1
2013,10,1,15,335,B63002,1
2013,10,1,15,335,B63007,1
2013,11,6,22,634,B10087,1
2013,11,10,15,328,B10127,1
2013,12,16,22,555,C30009,1
2013,11,4,8,178,A41334,2
2013,12,10,20,366,D87089,1
2013,11,11,18,750,D90006,2
2013,11,8,5,184,A37566,1
2013,12,24,22,366,D87085,1
2013,10,11,23,324,B28548,1
2013,10,10,19,155,A37545,1
2013,10,20,8,301,C50214,1
2013,12,6,6,180,A37599,1
2013,10,14,21,323,B10032,2
2013,10,2,15,701,C20156,2
2013,12,15,20,398,D87512,1
2013,11,5,4,155,A37563,2
2013,12,17,16,322,B10065,1
2013,12,20,22,366,D87352,1
2013,11,30,23,663,B28609,1
2013,12,29,20,822,D87208,1
2013,12,24,17,822,D87149,1
2013,12,17,10,473,A29171,1
2013,12,14,1,924,B10162,1
2013,12,16,18,2343,B28708,1
2013,11,2,2,623,B58130,2
2013,11,30,11,127,A41442,1
2013,12,16,20,432,A27586,1
2013,12,17,10,606,B25578,1
2013,10,18,18,369,D53670,1
2013,12,22,18,512,A37672,1
2013,10,11,19,367,D58776,2
2013,12,30,19,315,C41391,1
2013,10,1,15,136,A37613,1
2013,12,17,16,132,A41160,1
2013,12,9,1,2336,D87871,1
2013,12,17,10,247,B71126,1
2013,10,29,11,910,B10068,1
2013,12,15,12,924,B10041,1
2013,11,11,5,778,B11518,1
2013,11,8,15,924,B10192,1
2013,10,29,14,323,B10007,1
2013,10,19,8,915,B10186,1
2013,12,4,22,924,B10013,1
2013,12,23,1,850,D87261,1
2013,10,11,18,898,D87055,1
2013,10,10,16,639,B27061,1
2013,11,4,21,125,A71551,2
2013,10,28,13,940,C27049,2
2013,12,29,10,583,A37669,1
