"Year","Month","Day","Hour","Line","NumberOfOutliers"
2013,12,17,11,426,6
2013,11,24,20,650,1
2013,12,17,11,423,2
2013,12,29,20,634,2
2013,12,17,11,421,2
2013,10,9,19,2145,1
2013,11,2,12,426,2
2013,12,12,4,136,1
2013,10,14,19,485,1
2013,10,14,19,484,1
2013,12,4,22,915,1
2013,12,16,22,462,1
2013,12,4,22,910,1
2013,12,9,17,830,1
2013,12,17,11,398,10
2013,12,17,11,399,4
2013,12,17,11,394,2
2013,12,17,11,395,2
2013,12,17,11,396,2
2013,12,17,11,397,32
2013,12,17,11,390,2
2013,12,17,11,391,6
2013,12,17,11,392,4
2013,12,17,11,393,22
2013,10,18,19,873,1
2013,11,8,12,209,1
2013,12,26,6,315,2
2013,11,11,22,161,1
2013,12,17,10,758,1
2013,12,12,5,901,1
2013,10,16,21,898,2
2013,12,15,20,840,1
2013,12,15,20,841,2
2013,12,19,7,869,1
2013,10,5,21,410,1
2013,12,9,17,910,2
2013,11,26,16,328,2
2013,12,19,21,2345,1
2013,12,19,21,2344,1
2013,11,12,4,322,4
2013,11,12,4,323,2
2013,11,12,4,328,1
2013,12,17,10,753,8
2013,10,11,18,498,1
2013,10,11,18,497,2
2013,12,15,7,173,1
2013,12,16,15,2331,1
2013,12,16,15,2332,1
2013,12,12,21,2802,1
2013,12,16,15,2336,6
2013,12,16,15,2337,1
2013,11,5,20,584,4
2013,12,12,19,328,1
2013,12,12,19,322,1
2013,11,12,8,395,1
2013,11,9,6,834,1
2013,12,23,18,868,2
2013,12,30,21,308,1
2013,12,15,17,309,1
2013,10,29,15,935,2
2013,10,29,15,934,1
2013,10,20,13,866,1
2013,11,6,17,413,4
2013,11,4,3,634,2
2013,12,25,3,315,1
2013,10,16,17,338,1
2013,12,19,23,513,1
2013,11,9,23,634,2
2013,10,27,15,483,1
2013,11,25,5,483,1
2013,12,17,15,162,3
2013,10,11,22,249,1
2013,11,27,6,132,1
2013,10,24,15,910,1
2013,11,7,23,623,2
2013,12,14,20,850,1
2013,10,3,18,837,1
2013,12,13,19,570,1
2013,12,8,6,634,1
2013,10,31,11,362,1
2013,11,10,19,924,2
2013,10,2,10,901,1
2013,11,4,11,915,1
2013,10,9,18,386,1
2013,10,1,18,438,1
2013,10,16,13,388,1
2013,12,16,15,630,1
2013,12,16,15,634,1
2013,12,16,15,635,1
2013,12,16,15,639,1
2013,12,19,6,915,1
2013,10,17,14,2302,2
2013,12,11,12,369,2
2013,10,9,1,915,1
2013,12,11,12,366,2
2013,12,11,12,367,2
2013,12,20,23,366,4
2013,12,11,12,362,8
2013,11,30,9,462,1
2013,11,12,19,384,3
2013,10,20,21,405,2
2013,12,13,23,771,5
2013,12,12,5,133,1
2013,12,16,19,771,2
2013,12,24,1,155,1
2013,12,27,5,398,1
2013,11,5,19,871,1
2013,11,5,19,872,1
2013,12,23,12,308,1
2013,11,25,15,915,1
2013,12,26,14,840,1
2013,12,19,15,813,1
2013,11,8,14,838,1
2013,10,19,22,397,2
2013,12,20,19,822,1
2013,11,5,15,864,2
2013,11,11,6,910,1
2013,12,18,9,2309,1
2013,12,18,9,2308,1
2013,12,16,17,614,1
2013,12,16,17,615,1
2013,12,16,17,611,1
2013,11,12,7,394,1
2013,10,19,14,634,1
2013,10,19,14,635,2
2013,12,4,4,584,1
2013,11,11,23,136,2
2013,11,11,23,132,1
2013,11,11,23,133,1
2013,12,31,15,2302,1
2013,10,16,16,394,1
2013,12,25,23,155,1
2013,10,17,17,386,1
2013,10,17,17,385,1
2013,9,27,15,924,2
2013,10,17,17,381,1
2013,10,14,22,363,1
2013,10,14,22,368,1
2013,12,24,23,2343,1
2013,10,6,14,324,1
2013,10,6,14,323,1
2013,10,6,14,322,3
2013,10,6,14,321,2
2013,10,5,13,229,1
2013,12,12,20,893,1
2013,10,11,4,162,1
2013,10,11,4,161,1
2013,11,1,10,392,1
2013,12,6,22,804,1
2013,12,7,21,833,1
2013,11,29,18,485,1
2013,11,29,18,484,1
2013,10,15,15,2345,1
2013,10,11,19,309,1
2013,10,11,19,300,5
2013,10,11,19,306,2
2013,12,20,10,398,1
2013,11,29,7,650,1
2013,10,6,18,512,3
2013,10,6,18,513,1
2013,10,18,12,864,1
2013,11,2,2,178,1
2013,12,25,5,121,1
2013,10,17,4,170,1
2013,12,8,14,925,1
2013,12,14,12,804,1
2013,10,18,18,405,2
2013,10,10,17,378,1
2013,12,10,17,366,1
2013,12,22,20,583,1
2013,10,1,14,498,4
2013,11,12,2,322,5
2013,11,12,2,323,1
2013,10,19,22,804,1
2013,10,19,22,805,1
2013,11,12,2,328,1
2013,11,8,20,2307,3
2013,11,4,22,2342,2
2013,11,4,22,2343,2
2013,11,8,20,2302,1
2013,11,8,20,2303,3
2013,11,8,20,2309,1
2013,12,12,13,650,1
2013,12,19,5,155,1
2013,12,13,19,901,1
2013,11,7,10,851,1
2013,10,9,12,802,1
2013,10,18,23,162,2
2013,12,6,15,786,1
2013,12,27,7,308,1
2013,12,31,22,821,2
2013,12,31,22,822,2
2013,12,31,22,825,3
2013,12,18,3,162,1
2013,12,13,20,154,1
2013,12,18,3,161,2
2013,12,20,15,126,1
2013,12,13,10,893,1
2013,10,2,2,915,4
2013,10,2,2,913,1
2013,11,30,11,127,1
2013,10,27,19,696,2
2013,11,12,17,2295,1
2013,12,3,22,378,1
2013,10,17,3,322,7
2013,10,14,18,120,1
2013,10,17,3,328,7
2013,12,5,11,689,1
2013,12,5,11,650,1
2013,12,6,22,634,2
2013,12,6,22,635,1
2013,10,7,11,318,2
2013,10,31,6,170,1
2013,11,7,10,323,1
2013,10,30,20,350,2
2013,10,1,16,2114,1
2013,12,24,2,323,1
2013,11,11,5,779,1
2013,11,11,5,778,1
2013,11,30,15,155,1
2013,9,28,18,583,1
2013,11,3,10,326,1
2013,12,17,8,371,6
2013,10,28,4,583,2
2013,11,3,10,323,3
2013,11,3,10,322,2
2013,11,11,16,438,1
2013,11,26,4,239,1
2013,12,11,22,924,2
2013,11,3,10,328,1
2013,11,28,4,513,1
2013,10,9,7,318,2
2013,12,21,23,868,1
2013,12,21,23,869,1
2013,11,3,23,924,1
2013,11,8,15,847,1
2013,12,12,16,157,1
2013,12,6,12,323,1
2013,11,1,18,765,1
2013,12,19,14,363,1
2013,9,28,18,634,2
2013,11,10,17,209,1
2013,10,11,6,2338,1
2013,10,6,21,910,2
2013,11,7,23,121,1
2013,10,10,16,298,1
2013,10,19,18,663,1
2013,11,3,23,696,2
2013,12,4,23,161,1
2013,11,8,20,914,1
2013,10,10,16,121,1
2013,10,10,16,120,1
2013,11,8,20,910,2
2013,11,8,23,934,2
2013,12,24,18,366,1
2013,12,12,17,322,1
2013,10,27,17,173,2
2013,10,1,14,936,1
2013,10,1,14,934,1
2013,10,27,17,178,1
2013,12,22,4,2345,1
2013,12,12,14,895,1
2013,11,11,13,696,1
2013,10,1,13,910,1
2013,12,17,15,2115,1
2013,12,17,15,2114,2
2013,12,17,15,2111,2
2013,12,17,15,2112,3
2013,10,9,11,752,1
2013,11,8,12,328,1
2013,12,17,8,2145,1
2013,10,1,19,277,1
2013,10,1,20,371,2
2013,12,30,10,125,1
2013,11,7,19,914,1
2013,10,2,13,689,1
2013,10,2,0,570,1
2013,10,9,14,378,2
2013,12,9,7,247,1
2013,12,20,18,370,1
2013,10,29,4,922,1
2013,11,27,4,512,1
2013,11,8,17,426,2
2013,11,5,18,315,1
2013,12,3,11,650,1
2013,11,7,3,634,1
2013,11,7,3,635,2
2013,12,22,21,180,1
2013,11,11,23,2344,4
2013,11,11,23,2342,1
2013,11,11,23,2343,2
2013,11,10,1,922,2
2013,12,3,9,901,2
2013,11,7,4,924,1
2013,12,15,16,840,2
2013,12,23,23,2329,1
2013,11,2,22,161,2
2013,12,8,21,898,1
2013,11,2,22,162,5
2013,11,5,20,910,5
2013,10,1,14,2381,2
2013,12,29,23,696,1
2013,12,12,17,2381,1
2013,11,29,22,924,1
2013,12,30,19,323,1
2013,10,11,19,464,2
2013,12,30,19,328,3
2013,12,31,22,455,1
2013,11,11,8,178,2
2013,12,9,17,324,1
2013,12,14,1,850,3
2013,10,19,23,512,2
2013,10,27,2,924,1
2013,10,19,5,569,2
2013,12,8,18,324,2
2013,10,31,1,327,2
2013,11,5,4,362,1
2013,12,19,17,2018,1
2013,10,11,23,472,1
2013,10,3,5,901,1
2013,10,27,11,634,4
2013,11,2,16,363,2
2013,12,16,4,328,1
2013,10,1,18,180,1
2013,10,1,18,184,3
2013,12,24,11,426,1
2013,10,19,10,934,3
2013,12,21,7,396,1
2013,11,26,16,940,1
2013,10,20,16,2145,2
2013,12,11,23,901,3
2013,12,7,23,833,1
2013,10,18,21,893,1
2013,10,22,12,404,2
2013,10,31,6,232,1
2013,10,17,5,934,2
2013,10,1,7,634,2
2013,12,11,21,305,1
2013,12,18,12,840,1
2013,10,23,22,363,1
2013,12,11,17,934,1
2013,12,26,4,155,2
2013,10,29,14,2345,1
2013,12,22,14,934,1
2013,10,19,2,323,1
2013,11,7,13,584,1
2013,10,19,2,328,1
2013,12,18,23,119,2
2013,11,9,19,946,1
2013,12,16,21,802,1
2013,12,16,21,801,2
2013,12,16,22,2203,1
2013,11,2,23,696,1
2013,10,29,7,763,1
2013,10,29,7,761,1
2013,10,29,7,766,1
2013,10,29,7,764,1
2013,12,27,11,308,1
2013,12,6,23,2343,1
2013,11,6,19,2343,1
2013,12,6,23,2344,1
2013,10,10,15,669,1
2013,10,11,14,363,2
2013,11,6,20,898,1
2013,12,17,12,2251,8
2013,12,30,13,315,1
2013,12,14,4,512,3
2013,12,14,4,513,1
2013,11,5,20,132,2
2013,12,9,21,910,2
2013,10,30,20,736,1
2013,12,13,23,924,5
2013,12,13,23,925,1
2013,12,16,23,323,1
2013,12,14,14,634,2
2013,12,16,23,326,1
2013,11,5,16,901,1
2013,10,6,18,750,2
2013,12,4,4,119,1
2013,12,22,8,650,1
2013,12,22,8,653,1
2013,12,9,18,2336,1
2013,10,10,17,170,1
2013,10,6,7,322,3
2013,12,20,20,308,1
2013,10,31,5,497,1
2013,11,28,7,669,1
2013,12,13,13,2336,2
2013,12,13,13,2334,1
2013,12,13,13,2332,4
2013,12,13,13,2331,1
2013,12,17,10,399,2
2013,10,1,18,300,1
2013,12,14,7,906,1
2013,12,18,23,915,1
2013,12,1,9,328,2
2013,11,9,21,570,1
2013,12,18,23,919,1
2013,12,17,10,393,10
2013,12,17,10,392,2
2013,12,17,10,395,1
2013,12,17,10,394,1
2013,12,17,10,397,16
2013,12,17,10,396,1
2013,10,8,19,312,1
2013,12,3,10,315,1
2013,11,1,17,378,1
2013,12,10,23,2802,2
2013,12,10,19,2333,1
2013,12,10,19,2336,1
2013,10,27,11,525,1
2013,12,7,4,161,2
2013,10,24,15,898,1
2013,11,25,11,124,1
2013,12,16,2,398,1
2013,10,2,11,2308,1
2013,11,29,10,650,1
2013,11,5,12,464,1
2013,11,12,7,901,1
2013,12,11,7,465,1
2013,12,17,12,709,4
2013,12,9,14,110,1
2013,12,17,12,700,4
2013,12,17,12,701,4
2013,10,9,18,485,1
2013,10,9,18,484,1
2013,11,30,8,915,2
2013,11,9,9,901,1
2013,10,27,19,901,1
2013,10,28,6,634,2
2013,12,17,15,734,2
2013,10,10,6,2145,1
2013,11,28,2,247,1
2013,11,3,5,126,1
2013,11,27,19,934,1
2013,10,11,20,261,1
2013,11,4,16,762,1
2013,12,14,3,133,2
2013,12,8,18,901,2
2013,12,11,22,382,8
2013,11,3,17,328,2
2013,12,1,7,934,1
2013,11,3,17,324,1
2013,11,2,20,934,2
2013,10,5,13,851,2
2013,12,6,18,323,1
2013,12,13,8,915,1
2013,12,18,13,839,1
2013,11,25,16,239,1
2013,12,10,16,2303,1
2013,12,11,9,742,1
2013,12,12,17,120,1
2013,10,16,16,924,1
2013,10,7,13,701,1
2013,12,15,14,154,1
2013,12,17,23,132,1
2013,12,16,15,848,1
2013,10,8,23,910,1
2013,10,8,23,915,1
2013,9,27,17,125,2
2013,12,30,22,2333,2
2013,12,22,1,804,1
2013,11,10,23,934,2
2013,12,30,22,2335,4
2013,12,16,17,790,1
2013,11,4,8,826,2
2013,12,16,17,795,1
2013,9,28,15,472,1
2013,12,19,17,830,1
2013,10,18,11,867,1
2013,11,6,18,2343,2
2013,12,27,11,841,1
2013,12,18,14,398,1
2013,11,28,18,498,1
2013,10,7,11,924,1
2013,10,17,3,901,3
2013,9,29,1,685,1
2013,11,1,4,512,1
2013,12,16,17,426,2
2013,11,7,20,838,1
2013,12,16,17,422,5
2013,12,16,17,421,1
2013,11,7,20,833,1
2013,11,1,9,910,1
2013,11,1,9,915,1
2013,12,26,14,653,1
2013,11,4,4,111,1
2013,11,4,4,110,1
2013,12,16,19,254,1
2013,10,3,14,910,2
2013,12,16,20,393,4
2013,11,1,5,121,1
2013,12,16,20,391,2
2013,11,1,5,123,1
2013,12,16,20,397,5
2013,12,16,20,394,1
2013,12,16,20,399,2
2013,12,16,20,398,2
2013,12,8,22,925,1
2013,12,17,16,201,2
2013,12,17,16,209,1
2013,11,12,7,634,1
2013,12,11,13,725,1
2013,11,6,16,570,1
2013,12,19,20,869,1
2013,12,15,12,869,1
2013,10,11,1,924,1
2013,12,17,22,382,1
2013,12,15,17,915,1
2013,11,29,16,485,1
2013,10,29,22,2343,2
2013,11,26,1,934,1
2013,11,11,12,328,3
2013,10,6,14,512,1
2013,12,8,9,584,1
2013,12,15,20,2335,1
2013,11,6,16,393,1
2013,10,8,20,229,1
2013,12,14,2,2336,1
2013,12,14,2,2333,1
2013,12,23,11,158,1
2013,10,14,17,375,1
2013,10,11,20,2295,1
2013,10,14,17,378,1
2013,12,8,9,634,1
2013,11,30,18,178,1
2013,12,31,20,771,1
2013,10,5,10,128,1
2013,10,11,17,395,1
2013,10,27,8,709,1
2013,12,29,9,2345,1
2013,11,5,8,924,1
2013,10,20,17,2338,1
2013,11,5,9,313,3
2013,11,29,11,315,1
2013,12,24,20,315,2
2013,12,29,18,2303,1
2013,12,11,14,898,1
2013,12,30,5,133,1
2013,12,30,5,132,1
2013,12,3,17,906,1
2013,12,20,22,2345,1
2013,12,22,4,934,1
2013,12,23,20,825,2
2013,10,14,18,378,3
2013,12,26,2,924,1
2013,9,28,20,2344,1
2013,9,28,20,2343,2
2013,12,20,13,825,1
2013,12,15,18,173,1
2013,12,23,17,868,1
2013,12,27,23,125,1
2013,12,18,22,804,4
2013,12,13,21,154,2
2013,12,22,15,324,1
2013,10,19,18,786,2
2013,12,16,10,771,1
2013,10,27,23,321,3
2013,12,25,6,173,1
2013,10,30,19,758,2
2013,10,27,23,324,1
2013,12,25,23,868,1
2013,12,25,23,869,3
2013,12,15,21,328,1
2013,10,16,15,405,1
2013,9,27,13,700,2
2013,12,19,1,314,1
2013,12,15,23,584,1
2013,12,15,23,580,1
2013,10,27,23,623,1
2013,12,27,22,315,1
2013,11,8,17,322,1
2013,11,8,17,329,1
2013,12,17,17,329,1
2013,11,10,16,629,2
2013,12,29,23,868,1
2013,12,16,16,426,1
2013,12,9,17,2336,1
2013,12,22,9,711,1
2013,12,16,21,353,2
2013,12,16,21,350,2
2013,12,16,21,351,1
2013,12,29,18,822,3
2013,12,11,10,395,3
2013,12,16,21,355,1
2013,12,10,15,2303,2
2013,12,14,6,170,1
2013,9,30,22,321,1
2013,12,1,2,133,1
2013,12,5,20,369,1
2013,12,25,5,895,1
2013,10,9,21,901,1
2013,11,9,19,634,1
2013,11,24,20,128,1
2013,12,2,1,934,1
2013,10,1,19,334,2
2013,10,1,19,337,1
2013,10,1,19,338,2
2013,12,6,4,460,1
2013,11,2,10,601,1
2013,11,11,8,2015,2
2013,10,9,16,318,1
2013,12,16,21,687,1
2013,12,16,21,688,2
2013,12,11,10,398,6
2013,11,11,22,696,1
2013,12,3,20,229,1
2013,12,22,19,398,4
2013,12,17,10,155,1
2013,12,11,13,840,1
2013,12,11,13,841,2
2013,12,11,13,848,1
2013,12,6,22,2018,1
2013,10,11,19,803,4
2013,12,10,3,580,1
2013,12,10,3,583,2
2013,10,6,5,322,1
2013,10,6,5,323,1
2013,11,25,14,650,1
2013,10,6,5,328,1
2013,9,27,22,360,2
2013,9,27,22,363,1
2013,9,27,22,362,2
2013,10,30,9,623,1
2013,12,14,19,2251,1
2013,12,14,18,398,1
2013,10,17,9,623,1
2013,12,2,4,161,1
2013,12,10,4,570,1
2013,11,25,12,239,1
2013,12,6,23,323,1
2013,12,6,23,322,1
2013,10,11,18,2309,1
2013,10,11,18,2307,2
2013,12,2,12,678,1
2013,10,11,18,2305,1
2013,10,11,18,2303,1
2013,10,11,18,2302,4
2013,12,6,23,328,1
2013,11,7,8,369,2
2013,10,29,17,765,2
2013,11,7,8,363,1
2013,11,7,8,362,1
2013,10,29,17,763,1
2013,10,29,13,621,1
2013,12,1,21,910,2
2013,12,1,21,915,2
2013,12,25,21,2336,1
2013,12,31,20,2329,1
2013,12,8,21,910,3
2013,12,2,21,898,1
2013,12,20,18,652,1
2013,12,8,21,915,1
2013,12,20,18,650,1
2013,12,12,20,323,1
2013,12,19,9,830,1
2013,12,16,22,485,1
2013,12,16,22,484,2
2013,12,21,4,2345,1
2013,12,12,20,328,1
2013,11,3,16,378,2
2013,11,9,8,2338,1
2013,11,6,20,2338,1
2013,11,6,20,2331,3
2013,12,11,19,132,1
2013,10,21,17,352,1
2013,12,6,18,895,1
2013,10,1,10,901,1
2013,11,23,13,915,1
2013,12,20,8,895,1
2013,12,17,10,849,1
2013,12,17,10,848,1
2013,12,17,10,847,1
2013,11,12,9,2295,1
2013,12,17,10,841,3
2013,12,17,10,840,2
2013,10,29,21,934,2
2013,12,19,16,804,3
2013,12,19,16,801,1
2013,12,10,20,394,1
2013,12,11,4,229,1
2013,11,11,22,871,1
2013,12,24,23,893,1
2013,11,23,23,161,1
2013,11,7,16,838,1
2013,9,30,12,880,1
2013,10,18,23,2342,1
2013,10,18,23,2343,2
2013,10,18,23,2344,2
2013,10,18,23,2345,1
2013,12,25,15,689,1
2013,12,21,14,868,1
2013,10,30,23,822,1
2013,11,27,1,119,3
2013,12,4,8,922,1
2013,12,15,15,328,1
2013,12,19,23,804,6
2013,10,1,15,222,1
2013,11,25,4,349,1
2013,10,1,15,220,3
2013,10,1,15,226,1
2013,12,3,16,2018,1
2013,12,15,15,323,1
2013,12,15,15,322,1
2013,12,20,6,315,3
2013,9,27,14,781,1
2013,9,27,14,783,1
2013,12,12,4,133,1
2013,12,31,16,308,1
2013,12,29,21,136,1
2013,10,1,18,392,1
2013,10,1,18,390,2
2013,10,1,18,395,1
2013,10,1,18,394,1
2013,12,9,3,570,2
2013,11,24,15,650,1
2013,11,30,17,2343,1
2013,11,5,18,384,1
2013,11,30,17,2344,1
2013,12,24,21,155,2
2013,12,20,20,398,1
2013,12,20,20,396,1
2013,12,3,15,901,1
2013,12,25,11,363,1
2013,12,25,11,366,1
2013,11,5,14,2343,2
2013,12,10,5,136,1
2013,12,10,5,133,1
2013,12,16,23,828,1
2013,12,16,23,825,1
2013,12,17,23,366,2
2013,11,25,18,128,1
2013,12,26,14,413,1
2013,11,1,21,328,1
2013,12,1,4,934,1
2013,11,25,18,123,1
2013,12,7,23,184,1
2013,10,16,3,570,3
2013,10,1,17,202,1
2013,12,17,23,360,1
2013,10,8,23,580,1
2013,11,8,21,850,2
2013,12,10,17,367,1
2013,12,11,10,915,1
2013,10,16,21,783,1
2013,10,9,6,345,1
2013,12,31,14,839,1
2013,12,31,14,830,1
2013,12,15,5,398,1
2013,11,12,10,181,1
2013,12,11,22,922,1
2013,11,10,18,910,1
2013,12,8,21,136,1
2013,11,2,5,635,2
2013,11,2,5,634,1
2013,10,1,3,913,1
2013,10,1,3,910,3
2013,12,19,16,398,1
2013,11,1,21,606,1
2013,11,1,21,607,1
2013,12,19,16,397,1
2013,12,14,20,650,1
2013,11,30,11,426,1
2013,11,7,9,2331,1
2013,11,8,11,426,2
2013,11,1,11,2303,3
2013,11,1,11,2307,1
2013,11,1,11,2305,1
2013,12,8,18,328,2
2013,12,8,18,327,1
2013,12,8,18,326,1
2013,12,31,23,398,8
2013,12,8,18,323,1
2013,12,8,18,322,1
2013,12,18,23,898,7
2013,12,18,23,895,1
2013,12,18,23,893,2
2013,10,8,23,322,2
2013,10,8,23,321,1
2013,12,17,10,456,3
2013,12,17,10,457,9
2013,12,17,10,455,9
2013,10,8,23,328,1
2013,10,31,6,277,1
2013,12,13,8,701,3
2013,10,14,17,170,1
2013,11,1,6,651,1
2013,12,23,11,315,1
2013,12,11,9,292,1
2013,11,9,14,924,1
2013,10,6,17,2918,1
2013,12,15,17,634,1
2013,12,30,1,382,1
2013,11,6,16,802,2
2013,10,22,3,924,2
2013,11,24,11,328,1
2013,12,19,23,209,1
2013,11,24,11,322,2
2013,11,24,11,323,2
2013,10,3,4,180,1
2013,10,3,4,184,3
2013,10,8,19,298,2
2013,12,4,4,328,1
2013,9,27,17,2310,1
2013,12,22,20,158,1
2013,12,21,14,422,1
2013,12,14,13,650,1
2013,12,11,9,743,2
2013,12,23,21,366,3
2013,10,10,20,363,1
2013,12,26,16,315,1
2013,12,19,22,186,1
2013,12,1,10,696,1
2013,12,23,7,309,1
2013,10,27,9,512,1
2013,12,23,19,850,1
2013,10,8,19,120,1
2013,12,30,23,398,1
2013,12,21,4,569,1
2013,12,11,19,850,1
2013,12,25,6,608,1
2013,12,15,15,914,1
2013,12,19,10,125,1
2013,10,19,6,161,2
2013,12,24,20,884,1
2013,12,20,15,869,1
2013,12,20,15,866,1
2013,10,11,9,2145,1
2013,11,7,10,170,2
2013,10,29,23,133,2
2013,10,3,15,910,1
2013,10,3,15,914,1
2013,12,30,18,821,1
2013,12,16,19,472,2
2013,10,19,13,689,3
2013,11,28,22,650,1
2013,12,17,12,136,2
2013,12,17,12,133,6
2013,12,17,12,132,10
2013,12,9,15,315,1
2013,9,30,15,308,2
2013,12,9,15,318,2
2013,12,18,23,830,2
2013,12,16,18,2015,2
2013,10,30,12,239,2
2013,11,30,13,915,2
2013,11,8,17,126,1
2013,12,22,14,398,5
2013,10,9,21,318,2
2013,11,5,19,760,1
2013,10,9,21,315,1
2013,12,17,10,701,2
2013,11,7,21,2336,1
2013,11,8,17,128,2
2013,12,8,4,184,2
2013,12,8,4,570,1
2013,9,30,20,350,1
2013,10,30,12,583,1
2013,11,11,1,583,1
2013,10,18,20,901,1
2013,10,10,19,914,2
2013,10,19,15,934,3
2013,10,7,20,398,1
2013,11,26,23,696,1
2013,12,11,2,497,1
2013,10,1,16,249,2
2013,10,1,16,247,4
2013,12,16,17,324,2
2013,12,16,17,321,1
2013,12,16,17,322,2
2013,12,16,17,328,1
2013,11,8,4,512,2
2013,12,9,23,395,1
2013,12,9,23,398,1
2013,10,10,10,498,1
2013,11,23,18,308,1
2013,11,12,18,393,1
2013,11,12,18,395,1
2013,11,12,18,397,1
2013,12,11,10,634,1
2013,12,17,15,313,1
2013,12,14,9,805,1
2013,12,9,18,315,1
2013,12,17,15,315,1
2013,10,24,11,924,2
2013,11,26,9,555,1
2013,11,29,14,901,1
2013,9,28,17,456,1
2013,10,2,5,910,5
2013,12,6,4,110,2
2013,10,2,5,915,6
2013,10,2,5,914,1
2013,10,11,19,630,1
2013,10,11,19,634,5
2013,10,15,21,128,1
2013,12,23,17,650,1
2013,10,15,21,120,1
2013,10,16,3,634,6
2013,10,16,3,635,3
2013,9,29,4,915,3
2013,11,30,10,910,1
2013,11,2,17,934,3
2013,12,13,20,840,1
2013,12,8,19,663,1
2013,10,2,14,2381,2
2013,12,10,13,813,1
2013,12,24,12,323,1
2013,11,26,19,409,1
2013,12,19,22,840,3
2013,11,10,20,924,2
2013,10,2,7,394,1
2013,12,16,20,583,1
2013,12,16,20,584,2
2013,12,16,18,555,1
2013,12,24,22,512,1
2013,12,12,12,119,1
2013,12,11,2,2329,1
2013,12,17,10,663,1
2013,10,19,18,901,2
2013,12,31,18,382,4
2013,12,17,16,415,3
2013,12,17,16,410,3
2013,9,30,23,821,1
2013,12,17,16,413,3
2013,11,8,20,455,1
2013,11,30,22,261,1
2013,10,15,17,389,1
2013,12,16,20,638,2
2013,12,16,20,630,2
2013,12,26,7,2345,1
2013,12,16,20,634,1
2013,11,4,19,132,2
2013,11,5,19,2343,1
2013,12,9,18,869,1
2013,12,9,18,868,2
2013,11,28,4,915,1
2013,12,16,16,249,2
2013,12,13,4,162,1
2013,12,13,4,161,1
2013,10,27,8,747,1
2013,12,31,19,366,4
2013,10,10,10,497,1
2013,9,27,21,362,1
2013,11,3,13,623,1
2013,9,27,21,360,1
2013,12,2,9,678,1
2013,12,8,17,849,1
2013,11,10,15,229,1
2013,12,8,17,840,2
2013,12,11,14,915,2
2013,10,11,2,934,1
2013,12,19,14,915,1
2013,12,31,22,332,5
2013,12,20,18,924,2
2013,12,9,16,924,1
2013,11,5,21,464,4
2013,11,5,21,465,1
2013,10,31,6,484,1
2013,11,2,12,934,3
2013,11,6,23,513,1
2013,12,4,13,181,1
2013,11,9,20,924,1
2013,11,9,20,922,3
2013,11,2,15,601,2
2013,10,30,21,410,2
2013,10,16,14,778,1
2013,12,11,6,162,1
2013,12,13,22,580,1
2013,12,9,12,2329,1
2013,12,13,22,584,1
2013,10,14,20,378,1
2013,12,13,20,398,4
2013,11,12,16,901,1
2013,11,26,20,409,1
2013,11,8,18,110,1
2013,12,18,4,136,3
2013,12,18,4,133,7
2013,10,14,19,405,2
2013,11,10,19,178,2
2013,12,22,17,183,1
2013,12,22,17,181,1
2013,12,15,4,184,2
2013,12,15,4,180,1
2013,11,10,17,910,2
2013,11,10,17,914,2
2013,11,1,19,624,1
2013,11,1,19,621,2
2013,12,25,15,804,1
2013,12,7,2,322,1
2013,12,7,2,323,1
2013,12,7,2,327,1
2013,12,8,16,328,1
2013,11,26,2,328,1
2013,9,28,16,852,2
2013,12,8,16,321,1
2013,11,26,2,322,2
2013,11,9,2,934,2
2013,11,10,14,663,1
2013,11,25,7,217,1
2013,12,13,14,2329,3
2013,12,10,18,497,1
2013,11,7,7,378,1
2013,10,9,6,634,2
2013,10,22,12,910,2
2013,11,8,16,852,2
2013,10,23,19,2343,2
2013,11,2,12,201,2
2013,12,3,14,924,1
2013,12,17,19,413,1
2013,11,23,16,634,2
2013,10,2,16,922,1
2013,12,11,5,180,1
2013,12,3,13,924,1
2013,12,17,21,893,1
2013,11,12,20,306,1
2013,12,16,22,388,1
2013,12,17,21,895,2
2013,12,17,21,898,3
2013,12,16,22,383,1
2013,12,17,10,292,7
2013,12,26,6,934,1
2013,12,17,10,298,5
2013,12,22,21,925,1
2013,12,5,21,898,1
2013,10,5,21,498,2
2013,10,29,8,747,2
2013,12,4,7,239,1
2013,10,29,8,748,6
2013,11,30,10,914,2
2013,11,7,13,689,2
2013,12,12,15,849,2
2013,10,7,19,627,1
2013,12,12,15,843,1
2013,10,11,18,415,1
2013,11,26,17,178,1
2013,12,22,16,915,1
2013,12,13,20,2333,3
2013,12,16,23,771,2
2013,12,13,20,2336,4
2013,12,1,18,261,1
2013,12,13,21,2329,2
2013,10,19,14,2203,1
2013,12,11,3,839,1
2013,11,26,11,229,1
2013,12,13,6,277,1
2013,10,20,5,802,1
2013,12,23,18,201,2
2013,12,17,10,600,1
2013,10,17,23,324,2
2013,10,17,23,325,1
2013,12,8,19,342,1
2013,10,17,23,327,1
2013,10,17,23,321,3
2013,10,17,23,322,2
2013,12,23,22,180,1
2013,10,17,23,329,1
2013,10,3,17,170,1
2013,11,11,17,841,1
2013,12,13,22,910,1
2013,12,13,23,401,1
2013,12,13,22,913,1
2013,12,13,22,914,2
2013,12,13,22,915,4
2013,10,18,21,462,1
2013,10,1,8,859,1
2013,12,20,2,2336,1
