"Year","Month","Day","Hour","Line","NumberOfOutliers"
2013,12,15,12,634,3
2013,12,17,23,771,1
2013,10,1,23,634,1
2013,11,8,14,426,2
2013,12,17,15,691,1
2013,12,17,15,690,1
2013,12,17,15,692,3
2013,10,22,2,924,2
2013,12,16,5,910,1
2013,12,17,12,155,2
2013,12,17,12,157,6
2013,11,4,19,901,1
2013,10,1,15,915,1
2013,12,17,12,158,4
2013,12,9,23,696,2
2013,10,18,11,474,1
2013,10,18,19,351,1
2013,10,1,15,2310,3
2013,12,9,15,335,1
2013,12,15,21,323,2
2013,12,15,21,321,2
2013,10,29,22,328,4
2013,10,29,22,329,1
2013,10,29,22,324,2
2013,10,29,22,326,1
2013,12,21,1,398,1
2013,10,29,22,320,1
2013,10,29,22,322,4
2013,10,29,22,323,6
2013,12,21,20,839,2
2013,12,17,15,524,1
2013,12,21,20,830,1
2013,12,16,15,942,1
2013,11,26,23,328,1
2013,10,21,12,405,1
2013,11,26,23,323,2
2013,11,26,23,322,1
2013,10,14,23,913,2
2013,10,14,23,910,4
2013,12,31,9,322,1
2013,10,14,23,914,1
2013,10,14,23,915,4
2013,12,25,23,398,1
2013,12,9,8,362,1
2013,12,29,13,405,1
2013,12,10,21,901,1
2013,11,12,18,623,2
2013,11,25,7,915,1
2013,10,14,13,439,1
2013,10,28,3,277,1
2013,12,8,22,398,5
2013,12,2,16,786,1
2013,12,2,23,901,1
2013,10,16,15,915,1
2013,11,7,18,107,1
2013,10,16,15,910,2
2013,11,23,15,910,1
2013,11,23,15,915,2
2013,11,12,20,901,3
2013,10,30,15,623,2
2013,10,1,10,2344,1
2013,10,9,2,934,1
2013,10,1,10,2343,1
2013,10,3,1,184,1
2013,10,27,22,512,2
2013,12,24,2,901,1
2013,10,15,15,711,1
2013,10,15,15,712,1
2013,12,12,17,821,1
2013,12,10,5,650,1
2013,12,12,18,157,1
2013,11,24,19,634,1
2013,10,1,17,390,1
2013,12,23,17,634,1
2013,11,10,15,934,2
2013,10,16,23,922,3
2013,12,16,19,335,1
2013,10,16,23,924,3
2013,11,23,18,322,1
2013,11,23,18,323,1
2013,12,16,19,338,1
2013,10,2,19,178,2
2013,12,30,12,328,1
2013,11,8,4,570,2
2013,12,17,16,384,2
2013,12,17,16,385,1
2013,12,17,16,386,1
2013,12,17,16,380,1
2013,12,17,16,382,1
2013,12,17,16,388,1
2013,11,8,19,229,2
2013,12,19,22,825,1
2013,12,19,22,821,2
2013,11,27,3,119,3
2013,12,6,20,898,1
2013,12,6,20,895,1
2013,12,26,2,360,1
2013,10,2,5,934,1
2013,12,6,20,382,2
2013,11,3,22,136,1
2013,12,9,18,849,1
2013,10,10,23,170,2
2013,10,10,23,173,1
2013,10,10,21,323,2
2013,10,10,21,322,3
2013,10,10,21,327,1
2013,12,18,6,474,1
2013,11,10,20,901,1
2013,12,8,12,634,1
2013,12,16,20,651,1
2013,12,18,22,217,1
2013,9,27,23,663,1
2013,12,12,13,301,1
2013,12,2,21,328,2
2013,10,22,12,2331,1
2013,12,12,16,2335,1
2013,12,12,16,2336,2
2013,11,28,23,2018,1
2013,11,1,7,363,1
2013,10,11,8,2017,1
2013,11,8,1,323,2
2013,12,16,16,261,2
2013,10,17,9,934,2
2013,9,30,15,923,2
2013,11,10,15,209,2
2013,12,16,18,624,1
2013,12,16,18,621,3
2013,12,11,13,394,1
2013,12,11,13,395,2
2013,12,11,13,396,2
2013,12,11,13,397,4
2013,12,16,22,838,1
2013,12,11,13,392,1
2013,12,11,13,393,4
2013,12,11,13,398,6
2013,12,16,22,832,1
2013,10,17,4,924,1
2013,12,11,14,936,2
2013,12,16,16,190,1
2013,12,13,18,910,1
2013,10,19,23,898,1
2013,10,1,7,843,1
2013,12,9,16,901,1
2013,12,25,15,170,1
2013,12,25,15,173,1
2013,10,5,9,363,1
2013,10,2,21,678,2
2013,11,4,9,394,1
2013,12,20,8,363,1
2013,11,11,17,2310,1
2013,11,2,12,915,1
2013,11,8,18,689,3
2013,10,18,18,2295,2
2013,10,9,2,155,1
2013,10,11,2,914,1
2013,11,26,7,651,1
2013,10,11,2,910,1
2013,12,17,18,771,1
2013,11,23,20,2343,2
2013,11,23,20,2344,2
2013,12,19,23,2329,3
2013,10,11,21,128,2
2013,11,10,17,934,2
2013,12,22,4,850,1
2013,12,18,4,154,2
2013,12,18,4,155,1
2013,10,10,9,318,2
2013,10,19,12,2333,1
2013,11,10,19,155,2
2013,10,1,21,120,1
2013,9,30,18,397,2
2013,10,1,21,125,2
2013,10,1,21,126,1
2013,10,16,17,2310,1
2013,12,17,8,662,2
2013,10,10,4,172,1
2013,12,27,11,822,1
2013,10,19,19,329,1
2013,10,19,19,328,3
2013,11,23,13,323,1
2013,11,23,13,322,1
2013,10,19,19,321,1
2013,10,19,19,323,3
2013,10,19,19,322,3
2013,11,26,21,910,1
2013,11,7,21,584,1
2013,11,26,21,915,2
2013,10,7,12,623,1
2013,12,13,14,2308,1
2013,12,13,14,2303,1
2013,12,18,15,361,1
2013,12,18,15,363,1
2013,11,7,7,394,1
2013,11,28,4,155,1
2013,10,9,6,652,1
2013,12,8,15,898,1
2013,12,25,7,2345,1
2013,11,8,16,837,1
2013,11,2,11,915,1
2013,11,2,11,910,1
2013,12,3,14,901,1
2013,10,5,21,924,5
2013,10,15,17,2381,1
2013,12,30,10,435,1
2013,12,4,7,2305,1
2013,11,5,20,523,1
2013,10,29,15,405,1
2013,10,19,1,513,1
2013,12,3,20,362,1
2013,12,17,10,277,2
2013,10,7,17,783,1
2013,12,30,17,2345,3
2013,10,29,8,761,2
2013,10,29,8,760,2
2013,10,29,8,762,1
2013,10,29,8,765,1
2013,10,29,8,764,1
2013,10,29,8,766,4
2013,12,22,8,158,2
2013,12,27,17,308,1
2013,10,9,4,184,2
2013,12,22,21,901,1
2013,12,11,11,936,3
2013,12,5,23,2344,1
2013,12,27,23,2345,1
2013,11,1,18,323,1
2013,12,16,23,753,1
2013,11,1,18,324,1
2013,10,16,11,226,1
2013,12,13,23,397,1
2013,12,13,23,398,6
2013,12,26,3,180,1
2013,10,16,17,397,1
2013,10,16,17,396,1
2013,10,16,17,392,1
2013,12,8,19,366,2
2013,12,8,19,360,2
2013,12,12,15,822,1
2013,11,9,6,2381,2
2013,11,7,3,322,1
2013,11,7,3,323,1
2013,11,10,19,634,1
2013,10,18,21,484,1
2013,11,4,23,133,2
2013,11,4,23,132,2
2013,11,29,6,277,1
2013,10,11,20,363,3
2013,10,11,20,362,3
2013,12,20,16,822,1
2013,12,27,10,315,1
2013,12,27,23,840,3
2013,10,10,6,318,2
2013,12,9,15,771,2
2013,10,10,6,312,2
2013,10,18,14,345,2
2013,12,12,5,220,1
2013,11,27,1,924,1
2013,12,13,13,868,1
2013,12,13,13,869,4
2013,10,29,12,846,1
2013,12,13,13,864,1
2013,12,13,13,866,2
2013,11,2,6,120,1
2013,11,2,6,121,1
2013,12,19,5,901,1
2013,11,10,14,178,3
2013,11,7,3,583,2
2013,10,29,21,895,1
2013,11,29,2,934,1
2013,12,4,22,220,1
2013,10,3,5,184,2
2013,10,3,17,803,1
2013,10,21,17,126,1
2013,12,25,15,2345,2
2013,12,11,19,328,1
2013,10,30,15,866,1
2013,10,2,17,750,1
2013,10,15,23,2342,2
2013,12,9,21,322,1
2013,10,9,18,328,1
2013,10,9,18,329,1
2013,10,9,18,326,1
2013,10,9,18,324,1
2013,10,9,18,325,1
2013,10,9,18,323,3
2013,10,15,23,2344,5
2013,12,17,8,180,1
2013,12,12,19,600,1
2013,11,27,15,409,1
2013,12,11,16,838,1
2013,12,23,1,898,5
2013,10,1,15,363,3
2013,10,15,23,161,2
2013,10,1,15,369,4
2013,10,17,20,634,1
2013,10,3,15,623,1
2013,12,16,13,2114,1
2013,12,14,13,822,1
2013,10,20,8,229,1
2013,11,27,8,901,1
2013,11,2,14,397,1
2013,12,14,5,771,1
2013,12,6,18,583,1
2013,11,12,10,386,1
2013,10,21,14,747,1
2013,12,18,6,2344,1
2013,12,18,6,2345,1
2013,10,9,19,318,2
2013,11,12,10,385,2
2013,12,9,21,382,1
2013,12,29,13,398,1
2013,12,24,21,322,1
2013,11,12,10,388,1
2013,12,24,21,321,1
2013,10,30,19,910,2
2013,12,20,3,570,1
2013,12,11,2,901,1
2013,10,1,18,277,1
2013,10,17,17,367,1
2013,11,8,7,110,2
2013,11,8,7,111,1
2013,10,22,14,634,1
2013,10,17,17,369,1
2013,12,6,16,771,1
2013,12,9,23,822,4
2013,12,9,23,825,1
2013,12,30,13,825,1
2013,12,30,13,821,1
2013,10,17,9,2381,1
2013,12,22,23,366,5
2013,12,24,17,914,1
2013,12,17,11,925,2
2013,12,17,11,923,2
2013,12,17,11,920,4
2013,10,17,18,723,1
2013,11,8,16,316,1
2013,11,3,13,2338,1
2013,12,10,5,328,1
2013,12,20,14,851,1
2013,12,20,14,852,1
2013,11,23,8,650,1
2013,12,10,5,323,1
2013,11,23,8,652,1
2013,12,7,18,609,1
2013,11,4,9,370,1
2013,10,10,15,910,1
2013,12,22,18,366,3
2013,12,17,22,111,1
2013,10,27,13,415,2
2013,12,23,21,868,2
2013,10,10,17,390,1
2013,11,6,16,2343,2
2013,11,6,16,2342,1
2013,10,1,16,910,1
2013,11,3,12,2344,1
2013,12,17,8,795,1
2013,12,11,15,497,1
2013,10,7,15,676,1
2013,11,5,10,313,2
2013,11,25,8,124,1
2013,12,11,11,2332,1
2013,12,11,11,2331,1
2013,10,11,4,180,2
2013,12,11,11,2336,8
2013,11,8,23,850,1
2013,12,14,20,771,3
2013,11,9,21,793,1
2013,12,22,11,181,2
2013,11,23,23,321,1
2013,12,22,11,186,1
2013,9,29,2,915,2
2013,12,23,6,158,1
2013,10,19,21,397,1
2013,11,27,4,184,4
2013,9,29,5,934,3
2013,12,2,23,328,2
2013,12,2,23,323,2
2013,10,2,20,178,2
2013,12,19,23,382,2
2013,12,2,23,324,1
2013,11,10,7,172,1
2013,12,15,10,869,1
2013,10,19,14,901,4
2013,11,28,16,157,1
2013,11,5,7,132,1
2013,10,2,19,2381,1
2013,10,11,22,474,3
2013,10,11,22,472,2
2013,12,21,3,513,1
2013,12,21,3,512,1
2013,12,17,15,395,1
2013,11,29,22,173,1
2013,10,19,23,701,1
2013,12,18,21,2345,2
2013,12,16,20,920,1
2013,12,18,21,323,4
2013,12,19,22,771,2
2013,10,16,19,405,1
2013,12,17,15,396,1
2013,12,18,21,328,5
2013,10,6,18,318,2
2013,12,8,4,180,1
2013,10,27,9,747,1
2013,11,25,10,910,1
2013,12,1,12,634,1
2013,11,30,23,584,1
2013,10,14,18,323,1
2013,12,17,15,226,2
2013,12,17,8,463,1
2013,12,17,8,462,4
2013,12,17,8,461,1
2013,12,17,8,460,2
2013,12,17,15,229,2
2013,12,17,8,465,7
2013,12,17,8,464,3
2013,11,28,7,229,1
2013,12,11,20,850,1
2013,12,16,19,557,1
2013,12,17,11,324,6
2013,11,25,22,324,1
2013,12,31,20,850,1
2013,11,25,22,323,2
2013,11,7,23,184,1
2013,10,14,18,324,3
2013,11,7,23,180,1
2013,11,7,23,183,1
2013,12,17,11,323,6
2013,11,12,19,910,1
2013,11,12,19,915,1
2013,11,9,17,910,1
2013,11,1,16,635,1
2013,11,3,17,634,1
2013,11,1,16,639,1
2013,12,19,8,2336,1
2013,12,11,7,392,1
2013,12,11,7,393,9
2013,12,11,7,394,6
2013,12,11,7,395,4
2013,12,11,7,397,7
2013,12,11,7,398,5
2013,12,17,12,692,6
2013,12,17,12,690,2
2013,12,17,12,691,4
2013,12,17,12,345,2
2013,10,7,15,2295,4
2013,12,7,5,309,1
2013,12,17,12,341,10
2013,12,17,12,342,8
2013,10,14,16,779,1
2013,12,17,12,348,6
2013,12,17,12,349,4
2013,12,15,17,328,3
2013,11,11,13,634,2
2013,11,9,20,634,4
2013,11,30,23,634,1
2013,12,6,22,382,4
2013,12,13,17,125,1
2013,12,13,17,126,1
2013,12,13,17,121,1
2013,12,13,17,128,3
2013,10,5,7,908,1
2013,11,4,4,663,1
2013,12,11,10,756,2
2013,11,30,14,455,1
2013,12,23,15,868,3
2013,12,18,17,360,1
2013,12,11,10,750,1
2013,10,5,9,910,3
2013,12,23,15,864,1
2013,10,5,9,914,1
2013,10,19,8,512,1
2013,12,11,10,759,1
2013,11,8,19,2303,2
2013,11,8,19,2307,1
2013,12,11,22,328,2
2013,12,6,22,650,1
2013,12,18,5,110,2
2013,12,11,22,323,1
2013,12,16,16,838,1
2013,12,11,22,327,1
2013,10,9,19,858,1
2013,12,17,21,322,4
2013,12,17,21,323,2
2013,10,22,9,924,2
2013,12,17,21,327,1
2013,12,16,22,614,1
2013,12,16,22,611,3
2013,10,24,11,864,1
2013,12,18,7,924,1
2013,12,10,2,924,1
2013,10,14,16,905,1
2013,11,29,14,688,1
2013,12,18,13,2329,1
2013,11,7,8,2145,1
2013,10,11,5,580,1
2013,10,10,10,669,1
2013,11,12,9,871,1
2013,11,5,21,363,1
2013,10,19,15,328,1
2013,12,30,19,650,1
2013,12,13,6,483,2
2013,12,17,11,2335,8
2013,12,17,11,2334,2
2013,12,30,19,382,2
2013,12,17,11,2336,21
2013,12,17,11,2331,6
2013,12,6,1,635,1
2013,12,17,11,2332,10
2013,12,13,20,2017,1
2013,10,6,9,934,2
2013,12,29,18,833,1
2013,11,7,23,2203,1
2013,10,20,17,178,2
2013,11,9,12,328,1
2013,10,5,4,922,2
2013,11,5,20,621,1
2013,12,16,17,2331,1
2013,12,16,17,2336,1
2013,12,16,17,2334,1
2013,12,16,17,2335,2
2013,11,8,8,2305,1
2013,12,16,17,2338,1
2013,10,27,20,924,2
2013,12,1,22,922,1
2013,11,30,22,161,1
2013,12,12,6,323,2
2013,12,12,6,322,1
2013,12,18,19,2111,1
2013,10,10,22,378,1
2013,11,2,8,653,1
2013,10,30,10,239,2
2013,12,14,17,821,1
2013,12,18,22,398,1
2013,12,21,12,125,1
2013,12,11,9,2014,1
2013,12,4,21,322,1
2013,12,23,9,396,1
2013,12,23,9,393,1
2013,12,16,14,864,1
2013,12,16,14,867,1
2013,11,4,17,852,1
2013,12,8,5,322,1
2013,9,28,22,696,2
2013,9,27,23,416,2
2013,11,10,20,2336,1
2013,12,6,18,711,1
2013,11,3,18,497,1
2013,12,3,14,363,1
2013,11,12,3,161,1
2013,12,10,1,322,1
2013,12,17,11,2802,2
2013,12,13,22,401,1
2013,10,31,4,136,1
2013,9,27,16,678,2
2013,11,5,5,190,1
2013,10,27,11,696,1
2013,12,1,7,608,1
2013,12,19,5,323,1
2013,12,26,10,934,1
2013,12,14,19,869,1
2013,10,2,4,580,2
2013,10,2,4,583,1
2013,10,9,15,217,1
2013,11,5,16,852,4
2013,12,18,18,484,1
2013,11,5,16,858,1
2013,12,22,14,650,2
2013,12,19,5,328,1
2013,12,11,21,901,2
2013,10,23,22,924,5
2013,11,6,20,835,2
2013,12,12,9,771,1
2013,12,15,14,898,1
2013,11,11,14,851,1
2013,10,19,15,915,7
2013,10,7,8,864,1
2013,11,5,10,363,1
2013,10,11,10,914,1
2013,10,11,10,910,1
2013,12,21,22,804,1
2013,10,28,14,328,1
2013,10,11,7,378,1
2013,11,1,11,209,1
2013,9,28,16,934,2
2013,11,9,5,583,1
2013,11,11,9,178,2
2013,10,5,5,363,1
2013,11,4,20,172,1
2013,12,20,22,398,4
2013,10,29,19,830,1
2013,12,13,9,893,1
2013,12,20,22,396,1
2013,11,25,19,433,1
2013,12,21,22,2343,1
2013,9,30,23,386,5
2013,9,30,23,384,1
2013,9,30,23,385,1
2013,9,30,23,382,1
2013,9,30,23,380,2
2013,12,8,8,634,1
2013,12,24,15,634,1
2013,10,29,17,397,1
2013,10,1,19,401,1
2013,12,20,4,119,1
2013,12,11,15,650,1
2013,10,29,17,399,1
2013,12,11,23,497,1
2013,11,5,10,701,1
2013,12,17,23,839,4
2013,10,19,9,178,1
2013,12,3,19,322,1
2013,10,27,15,210,1
2013,12,3,19,328,1
2013,12,21,2,839,1
2013,11,4,7,924,2
2013,10,19,21,157,1
2013,11,5,20,483,1
2013,11,5,20,485,1
2013,11,30,19,608,1
2013,12,9,23,813,1
2013,12,8,2,161,1
2013,12,23,22,201,1
2013,12,20,11,328,1
2013,12,16,21,306,1
2013,12,16,18,832,1
2013,12,23,23,186,1
2013,12,23,23,180,1
2013,12,23,23,183,1
2013,10,20,20,864,1
2013,12,15,21,173,1
2013,12,11,8,2381,3
2013,11,10,7,405,1
2013,11,23,22,2344,1
2013,12,31,21,869,1
2013,10,17,22,836,1
2013,12,22,10,170,1
2013,11,8,15,328,1
2013,12,22,10,178,1
2013,12,16,21,711,1
2013,12,13,13,126,1
2013,10,11,11,378,1
2013,12,10,4,136,1
2013,12,19,1,2329,2
2013,10,2,15,915,1
2013,10,2,15,910,5
2013,12,11,19,422,1
2013,12,13,23,583,3
2013,12,13,23,580,2
2013,12,13,23,584,2
2013,12,26,16,895,1
2013,11,28,12,922,1
2013,12,23,3,322,1
2013,12,1,10,110,1
2013,12,18,13,893,1
2013,12,18,13,895,1
2013,12,13,7,685,2
2013,10,31,5,623,1
2013,10,29,17,636,2
2013,12,17,15,795,1
2013,10,29,17,634,2
2013,12,17,15,790,2
2013,12,12,5,583,1
2013,12,11,4,513,2
2013,12,11,4,512,4
2013,12,3,12,650,1
2013,11,4,16,127,2
2013,10,1,4,934,2
2013,11,7,5,634,1
2013,12,28,9,238,1
2013,10,7,18,351,1
2013,12,26,9,839,1
2013,11,12,16,328,1
2013,12,11,9,841,1
2013,11,23,11,323,1
2013,11,23,11,322,1
2013,11,9,8,934,2
2013,12,14,23,154,1
2013,12,10,17,2303,1
2013,10,16,23,759,2
2013,10,24,14,311,1
2013,12,16,10,873,1
2013,12,18,2,825,1
2013,12,30,3,184,1
2013,12,2,17,378,1
2013,10,28,13,2801,1
2013,12,25,21,869,2
2013,10,1,13,2344,1
2013,10,9,15,157,1
2013,12,30,1,821,1
2013,12,30,1,825,1
2013,12,24,17,893,1
2013,12,17,11,889,1
2013,10,9,23,313,1
2013,10,9,23,312,2
2013,11,8,16,298,1
2013,11,1,5,184,1
2013,12,26,2,155,1
2013,10,9,23,318,1
2013,11,9,18,946,1
2013,12,4,4,483,1
2013,12,16,17,734,3
2013,10,3,7,313,2
2013,12,11,23,822,3
2013,12,11,23,821,1
2013,12,19,17,898,2
2013,12,11,23,825,4
2013,12,12,22,901,1
2013,12,21,16,125,2
2013,12,14,21,804,4
2013,11,8,4,924,2
2013,11,8,4,925,1
2013,12,24,21,513,1
2013,12,17,11,778,8
2013,12,17,11,773,8
2013,12,17,11,771,8
2013,12,31,12,2345,2
2013,12,8,20,840,2
2013,12,24,4,158,1
2013,12,8,20,849,1
2013,10,9,13,859,1
2013,10,1,16,2342,1
2013,11,12,2,910,2
2013,12,12,17,898,1
2013,10,21,18,906,1
2013,12,12,17,893,2
2013,12,12,17,895,1
2013,12,23,23,849,1
2013,10,10,10,318,2
2013,12,23,23,840,1
2013,12,23,23,841,1
2013,12,17,22,323,2
2013,12,17,22,322,4
2013,10,2,23,180,2
2013,11,8,16,128,2
2013,10,2,23,184,2
2013,10,15,15,324,2
2013,10,15,15,328,1
2013,12,7,18,833,1
2013,12,11,15,351,1
2013,12,13,14,771,2
2013,10,17,22,318,3
2013,12,7,18,839,2
2013,11,23,15,401,1
2013,10,16,19,300,1
2013,12,18,21,821,1
2013,10,16,18,936,1
2013,12,18,14,840,1
2013,10,8,23,415,2
2013,12,18,14,849,1
2013,12,19,2,155,2
2013,12,19,2,154,1
2013,11,1,9,312,2
2013,10,22,8,908,2
2013,10,23,21,363,1
2013,12,12,14,737,1
2013,10,11,21,378,6
2013,10,29,6,180,1
2013,10,11,21,371,1
2013,12,14,21,119,1
2013,11,25,22,497,1
2013,12,16,5,512,1
2013,11,2,22,924,2
2013,12,27,7,209,1
2013,9,30,18,107,1
2013,12,20,21,895,1
2013,12,21,9,366,1
2013,12,11,20,462,1
2013,10,30,22,583,1
2013,10,30,22,584,3
2013,10,11,22,621,2
2013,12,4,13,315,1
2013,10,14,18,397,2
2013,10,14,18,393,2
2013,10,7,10,623,2
2013,12,14,23,833,1
2013,12,27,23,238,1
2013,12,14,23,839,1
2013,12,14,23,838,1
2013,10,29,9,2345,2
2013,12,4,20,345,1
2013,12,15,16,2345,1
2013,10,10,2,322,3
2013,12,19,19,363,1
2013,12,30,10,2307,1
2013,11,5,7,363,2
2013,12,1,15,901,1
2013,12,11,18,849,3
2013,12,11,18,841,2
2013,12,11,18,840,2
2013,12,25,23,884,1
2013,10,19,23,136,1
2013,10,19,23,133,1
2013,10,19,23,132,1
2013,11,24,14,277,1
2013,10,1,21,570,1
2013,10,30,21,822,1
2013,12,2,22,2018,1
2013,10,1,23,154,1
2013,12,24,19,833,1
2013,10,11,22,2015,1
2013,12,17,8,409,4
2013,10,27,22,162,1
2013,11,28,11,318,1
2013,10,28,1,321,2
2013,10,31,5,569,1
2013,10,8,22,786,1
2013,10,3,11,371,1
2013,10,10,14,837,1
2013,11,26,21,934,1
2013,10,10,14,838,2
2013,11,29,5,634,1
2013,12,14,22,629,1
2013,12,16,15,254,1
2013,11,26,5,922,1
2013,10,17,18,936,1
2013,12,6,20,498,1
2013,12,11,11,2303,1
2013,12,24,20,910,3
2013,11,5,23,326,1
2013,11,5,23,324,1
2013,12,24,20,914,1
2013,12,24,20,915,1
2013,11,5,23,321,1
2013,12,22,12,110,1
2013,11,12,5,328,1
2013,12,15,20,901,1
2013,11,12,5,323,2
2013,11,12,5,322,3
2013,12,17,8,162,3
2013,12,17,8,161,1
2013,10,27,4,126,2
2013,12,25,21,321,2
2013,12,25,21,323,2
2013,12,25,21,322,2
2013,10,2,3,2338,1
2013,10,9,19,338,1
2013,12,25,5,839,1
2013,10,9,19,330,1
2013,12,17,16,2343,4
2013,11,3,10,910,1
2013,11,23,17,323,4
2013,11,23,17,322,3
2013,11,23,17,321,1
2013,10,19,18,180,1
2013,11,3,21,178,1
2013,11,23,17,328,4
2013,10,1,19,394,1
2013,10,1,19,392,1
2013,10,1,19,393,2
2013,11,7,1,133,1
2013,12,23,12,323,1
2013,10,3,3,512,1
2013,12,24,17,663,1
2013,11,10,4,934,2
2013,10,31,4,328,2
2013,12,2,4,183,1
2013,12,5,17,2303,1
2013,12,12,20,650,1
2013,10,1,16,608,1
2013,10,1,8,132,1
2013,12,18,7,771,2
2013,12,24,17,2329,2
2013,12,18,5,328,1
2013,10,4,16,838,1
2013,12,8,8,342,1
2013,12,10,14,813,1
2013,12,14,8,898,1
2013,10,19,17,298,1
2013,12,1,22,906,1
2013,12,16,22,426,2
2013,12,16,22,423,1
2013,12,16,22,422,2
2013,12,19,21,315,1
2013,12,19,21,314,1
2013,12,12,20,382,2
2013,12,12,20,389,1
2013,10,5,22,133,2
2013,12,15,16,947,1
2013,10,29,13,934,1
2013,12,22,9,110,1
2013,10,27,18,321,4
2013,10,27,18,323,2
2013,10,19,12,924,2
2013,12,15,23,924,1
2013,10,27,18,326,1
2013,12,21,15,315,1
2013,10,27,18,328,1
2013,12,26,15,925,1
2013,12,16,21,2381,2
2013,11,10,15,512,1
2013,12,22,19,840,1
2013,10,21,14,202,1
2013,11,30,21,584,1
2013,12,21,8,123,1
2013,10,16,17,898,1
2013,12,25,5,584,1
2013,12,25,5,580,3
2013,10,19,2,915,3
2013,11,24,17,615,1
2013,10,19,2,910,2
2013,10,17,7,190,1
2013,10,27,13,935,1
2013,10,17,2,512,1
2013,11,23,9,678,1
2013,10,11,19,277,3
2013,10,7,12,866,1
2013,12,17,11,2101,2
2013,10,9,16,2343,1
2013,11,7,4,133,1
2013,11,7,4,136,1
2013,10,11,21,635,1
2013,10,11,21,638,2
2013,10,22,6,781,1
2013,12,21,20,915,1
2013,12,22,5,634,1
2013,12,6,21,634,5
2013,12,8,19,2338,1
2013,10,14,20,445,1
2013,12,8,19,2336,2
2013,11,7,8,924,1
2013,11,5,4,155,2
2013,12,11,14,229,1
2013,10,1,15,136,1
2013,11,30,20,180,1
2013,11,7,19,584,1
2013,12,24,14,398,1
2013,12,2,22,850,1
2013,11,30,20,184,1
2013,10,11,17,2307,1
2013,10,11,17,2302,1
2013,10,1,5,328,3
2013,10,1,5,327,1
2013,10,1,5,323,3
2013,10,1,5,322,3
2013,10,1,5,321,1
2013,12,10,16,804,2
2013,12,16,18,201,2
2013,10,31,6,512,3
2013,10,7,19,898,1
2013,12,8,5,512,1
2013,12,11,22,825,3
2013,11,7,10,922,1
2013,10,29,23,901,5
2013,12,1,20,498,2
2013,10,23,23,2333,1
2013,10,23,23,2332,1
2013,12,17,12,901,4
2013,12,16,22,2303,1
2013,12,24,11,181,1
2013,10,15,22,184,3
2013,12,16,16,484,5
2013,12,16,22,2309,1
2013,12,16,22,2308,2
2013,12,19,12,363,1
2013,12,20,6,512,1
2013,12,14,9,652,1
2013,12,14,9,651,1
2013,10,19,1,915,2
2013,12,13,14,369,1
2013,12,11,22,2333,2
2013,12,11,22,2335,4
2013,12,11,22,2336,5
2013,11,6,22,161,2
2013,12,16,16,601,2
2013,12,16,16,607,1
2013,12,12,23,584,1
2013,11,27,12,176,1
2013,12,15,22,360,2
2013,11,9,23,922,4
2013,10,19,10,127,1
2013,12,15,22,366,2
2013,11,3,22,378,1
2013,11,12,14,181,1
2013,10,20,7,2018,1
2013,12,31,15,840,2
2013,11,9,23,924,1
2013,12,16,23,888,2
2013,12,5,12,635,1
2013,10,1,15,864,3
2013,10,1,15,866,1
2013,12,22,17,2336,2
2013,12,10,11,498,1
2013,12,25,18,2335,2
2013,9,30,10,852,1
2013,11,5,6,126,1
2013,11,1,19,2145,1
2013,10,16,20,910,2
2013,10,20,17,847,1
2013,10,18,23,184,2
2013,12,2,17,125,1
2013,10,1,9,393,1
2013,11,28,17,328,1
2013,12,16,3,869,2
2013,10,1,9,394,1
2013,10,1,9,395,1
2013,12,7,17,154,1
2013,12,9,17,804,1
2013,12,17,10,748,3
2013,12,17,10,749,1
2013,10,10,12,323,1
2013,12,17,10,742,2
2013,10,27,16,935,1
2013,12,17,10,747,1
2013,10,7,13,700,4
2013,12,7,21,485,1
2013,10,9,20,315,2
2013,10,11,18,945,2
2013,10,9,20,318,1
2013,11,11,22,747,2
2013,12,20,4,322,2
2013,10,3,4,123,1
2013,10,3,4,126,1
2013,10,3,4,127,1
2013,10,3,4,128,1
2013,12,23,6,583,1
2013,10,16,4,922,1
2013,10,16,4,924,3
2013,10,19,13,323,1
2013,12,5,19,635,1
2013,9,27,22,915,4
2013,10,6,18,161,1
2013,12,17,10,133,3
2013,12,9,22,398,1
2013,10,6,18,162,1
2013,12,20,23,398,1
2013,12,18,23,839,1
2013,11,4,17,127,2
2013,12,8,14,821,1
2013,12,29,9,328,1
2013,11,4,17,128,1
2013,11,27,17,678,1
2013,10,16,10,363,2
2013,12,20,23,396,1
2013,10,7,19,330,1
2013,10,1,17,405,1
2013,10,16,23,172,1
2013,12,8,11,779,1
2013,11,28,19,650,1
2013,12,8,21,382,1
2013,12,14,14,410,1
2013,12,21,8,924,1
2013,10,14,21,634,1
2013,9,27,12,327,1
2013,12,7,17,849,1
2013,12,13,16,867,1
2013,12,13,16,869,2
2013,12,13,16,868,1
2013,10,1,10,393,2
2013,12,4,20,583,1
2013,12,9,22,366,3
2013,11,28,23,190,1
2013,12,19,11,512,1
2013,10,29,15,866,2
2013,10,4,15,634,2
2013,12,10,1,361,1
2013,11,5,15,2343,2
2013,12,21,1,315,1
2013,11,27,10,326,1
2013,12,17,15,611,1
2013,12,18,2,570,1
2013,12,17,15,615,1
2013,12,17,15,614,2
2013,10,18,20,438,2
2013,10,11,22,352,1
2013,10,11,22,353,2
2013,10,11,22,350,2
